run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,tokens_per_correct_decision,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,smm_similarity,smm_evidence_share,smm_quality,smm_quality_method,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_emily_brooks_james_carter,similarity_emily_brooks_sarah_mitchell,similarity_james_carter_sarah_mitchell
moderate_baseline_20260604_140134_018,moderate,baseline,moderate_baseline_20260604_140134_018,completed,20260606_054115,2026-06-06T05:42:33+0200,4,12,1,2,0,14,44333,9487,53820,85636.5,77.9144,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_018/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_019,moderate,baseline,moderate_baseline_20260604_140134_019,completed,20260606_054236,2026-06-06T05:43:14+0200,2,6,0,0,0,6,15984,4795,20779,85636.5,38.6221,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_019/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_020,moderate,baseline,moderate_baseline_20260604_140134_020,completed,20260606_054317,2026-06-06T05:44:03+0200,2,6,0,0,0,6,15690,5694,21384,85636.5,45.4012,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_020/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_021,moderate,baseline,moderate_baseline_20260604_140134_021,completed,20260606_054406,2026-06-06T05:45:05+0200,2,6,3,6,0,12,30190,7308,37498,85636.5,59.4011,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_021/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_022,moderate,baseline,moderate_baseline_20260604_140134_022,completed,20260606_054508,2026-06-06T05:45:53+0200,2,6,0,0,0,6,15648,5633,21281,85636.5,44.892,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_022/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_023,moderate,baseline,moderate_baseline_20260604_140134_023,completed,20260606_054556,2026-06-06T05:47:28+0200,4,12,2,4,0,16,49081,11380,60461,85636.5,91.7042,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_023/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_024,moderate,baseline,moderate_baseline_20260604_140134_024,completed,20260606_054731,2026-06-06T05:48:05+0200,2,6,0,0,0,6,15455,4171,19626,85636.5,33.8246,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_024/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_025,moderate,baseline,moderate_baseline_20260604_140134_025,completed,20260606_054808,2026-06-06T05:49:01+0200,2,6,2,4,0,10,25042,6638,31680,85636.5,53.1127,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_025/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_026,moderate,baseline,moderate_baseline_20260604_140134_026,completed,20260606_054905,2026-06-06T05:49:59+0200,2,6,2,4,0,10,24392,6815,31207,85636.5,54.5596,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_026/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_027,moderate,baseline,moderate_baseline_20260604_140134_027,completed,20260606_055003,2026-06-06T05:51:16+0200,3,9,3,6,0,15,42337,8962,51299,85636.5,73.4046,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_027/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_028,moderate,baseline,moderate_baseline_20260604_140134_028,completed,20260606_055120,2026-06-06T05:53:07+0200,5,15,3,6,0,21,70730,12729,83459,85636.5,107.4382,Candidate D,max_round_majority_vote,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_028/metadata.json,0,1,0,2,,,
moderate_baseline_20260604_140134_029,moderate,baseline,moderate_baseline_20260604_140134_029,completed,20260606_055310,2026-06-06T05:53:47+0200,2,6,0,0,0,6,15983,4373,20356,85636.5,36.2866,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_029/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_030,moderate,baseline,moderate_baseline_20260604_140134_030,completed,20260606_055349,2026-06-06T05:55:12+0200,4,12,3,6,0,18,54432,10107,64539,85636.5,82.6829,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_030/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_031,moderate,baseline,moderate_baseline_20260604_140134_031,completed,20260606_055515,2026-06-06T05:56:03+0200,2,6,2,4,0,10,24205,5973,30178,85636.5,48.318,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_031/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_032,moderate,baseline,moderate_baseline_20260604_140134_032,completed,20260606_055606,2026-06-06T05:56:50+0200,2,6,1,2,0,8,19532,5468,25000,85636.5,43.9193,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_032/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_033,moderate,baseline,moderate_baseline_20260604_140134_033,completed,20260606_055653,2026-06-06T05:57:53+0200,2,6,3,6,0,12,28687,7400,36087,85636.5,59.3559,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_033/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_034,moderate,baseline,moderate_baseline_20260604_140134_034,completed,20260606_055756,2026-06-06T05:58:37+0200,2,6,1,2,0,8,19538,5058,24596,85636.5,40.7308,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_034/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_035,moderate,baseline,moderate_baseline_20260604_140134_035,completed,20260606_055839,2026-06-06T05:59:25+0200,2,6,1,2,0,8,19532,5705,25237,85636.5,45.8792,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_035/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_036,moderate,baseline,moderate_baseline_20260604_140134_036,completed,20260606_055928,2026-06-06T06:01:39+0200,5,15,4,8,0,23,81251,15734,96985,85636.5,130.577,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_036/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_037,moderate,baseline,moderate_baseline_20260604_140134_037,completed,20260606_060142,2026-06-06T06:02:42+0200,2,6,3,6,0,12,27955,7413,35368,85636.5,60.26,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_037/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_038,moderate,baseline,moderate_baseline_20260604_140134_038,completed,20260606_060245,2026-06-06T06:03:22+0200,2,6,0,0,0,6,15260,4525,19785,85636.5,36.7668,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_038/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_039,moderate,baseline,moderate_baseline_20260604_140134_039,completed,20260606_060326,2026-06-06T06:04:11+0200,2,6,2,4,0,10,24041,5703,29744,85636.5,45.8631,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_039/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_040,moderate,baseline,moderate_baseline_20260604_140134_040,completed,20260606_060414,2026-06-06T06:05:02+0200,2,6,0,0,0,6,15524,6007,21531,85636.5,47.8077,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_040/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_041,moderate,baseline,moderate_baseline_20260604_140134_041,completed,20260606_060505,2026-06-06T06:05:52+0200,2,6,1,2,0,8,19455,5868,25323,85636.5,46.9754,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_041/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_042,moderate,baseline,moderate_baseline_20260604_140134_042,completed,20260606_060556,2026-06-06T06:06:32+0200,2,6,1,2,0,8,19896,4473,24369,85636.5,36.3444,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_042/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_043,moderate,baseline,moderate_baseline_20260604_140134_043,completed,20260606_060635,2026-06-06T06:07:29+0200,2,6,2,4,0,10,24232,6673,30905,85636.5,53.8073,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_043/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_044,moderate,baseline,moderate_baseline_20260604_140134_044,completed,20260606_060733,2026-06-06T06:08:45+0200,3,9,3,6,0,15,40880,8875,49755,85636.5,72.4307,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_044/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_045,moderate,baseline,moderate_baseline_20260604_140134_045,completed,20260606_060849,2026-06-06T06:09:48+0200,3,9,1,2,0,11,31621,7391,39012,85636.5,59.288,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_045/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_046,moderate,baseline,moderate_baseline_20260604_140134_046,completed,20260606_060951,2026-06-06T06:10:32+0200,2,6,0,0,0,6,16368,5044,21412,85636.5,40.8074,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_046/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_047,moderate,baseline,moderate_baseline_20260604_140134_047,completed,20260606_061035,2026-06-06T06:11:35+0200,3,9,1,2,0,11,32248,7331,39579,85636.5,60.1309,Candidate A,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_047/metadata.json,3,0,0,0,,,
moderate_baseline_20260604_140134_048,moderate,baseline,moderate_baseline_20260604_140134_048,completed,20260606_061138,2026-06-06T06:12:31+0200,2,6,1,2,0,8,19222,6585,25807,85636.5,52.3554,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_048/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_049,moderate,baseline,moderate_baseline_20260604_140134_049,completed,20260606_061233,2026-06-06T06:13:07+0200,2,6,0,0,0,6,15590,4078,19668,85636.5,33.2655,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_049/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_050,moderate,baseline,moderate_baseline_20260604_140134_050,completed,20260606_061310,2026-06-06T06:13:42+0200,2,6,0,0,0,6,15587,4031,19618,85636.5,32.5863,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_050/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_051,moderate,baseline,moderate_baseline_20260604_140134_051,completed,20260606_061345,2026-06-06T06:14:34+0200,2,6,1,2,0,8,20517,6105,26622,85636.5,49.0136,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_051/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_052,moderate,baseline,moderate_baseline_20260604_140134_052,completed,20260606_061437,2026-06-06T06:15:20+0200,2,6,0,0,0,6,15732,5401,21133,85636.5,43.1085,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_052/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_053,moderate,baseline,moderate_baseline_20260604_140134_053,completed,20260606_061523,2026-06-06T06:16:11+0200,2,6,2,4,0,10,25439,5970,31409,85636.5,48.3061,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_053/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_054,moderate,baseline,moderate_baseline_20260604_140134_054,completed,20260606_061615,2026-06-06T06:16:56+0200,2,6,1,2,0,8,19155,5082,24237,85636.5,41.5037,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_054/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_055,moderate,baseline,moderate_baseline_20260604_140134_055,completed,20260606_061659,2026-06-06T06:18:47+0200,5,15,0,0,0,15,53771,12927,66698,85636.5,107.6773,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_055/metadata.json,0,2,1,0,,,
moderate_baseline_20260604_140134_056,moderate,baseline,moderate_baseline_20260604_140134_056,completed,20260606_061850,2026-06-06T06:19:28+0200,2,6,0,0,0,6,15904,4716,20620,85636.5,37.8315,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_056/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_057,moderate,baseline,moderate_baseline_20260604_140134_057,completed,20260606_061931,2026-06-06T06:20:51+0200,4,12,1,2,0,14,43018,9862,52880,85636.5,80.1535,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_057/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_058,moderate,baseline,moderate_baseline_20260604_140134_058,completed,20260606_062054,2026-06-06T06:21:40+0200,2,6,2,4,0,10,24671,5771,30442,85636.5,46.6465,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_058/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_059,moderate,baseline,moderate_baseline_20260604_140134_059,completed,20260606_062144,2026-06-06T06:22:20+0200,2,6,0,0,0,6,15683,4461,20144,85636.5,36.0046,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_059/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_060,moderate,baseline,moderate_baseline_20260604_140134_060,completed,20260606_062224,2026-06-06T06:23:08+0200,2,6,1,2,0,8,20505,5483,25988,85636.5,44.4682,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_060/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_061,moderate,baseline,moderate_baseline_20260604_140134_061,completed,20260606_062311,2026-06-06T06:24:02+0200,3,9,0,0,0,9,25381,6274,31655,85636.5,50.6043,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_061/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_062,moderate,baseline,moderate_baseline_20260604_140134_062,completed,20260606_062405,2026-06-06T06:24:46+0200,2,6,0,0,0,6,15855,5070,20925,85636.5,40.5068,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_062/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_063,moderate,baseline,moderate_baseline_20260604_140134_063,completed,20260606_062450,2026-06-06T06:25:30+0200,2,6,1,2,0,8,20216,5026,25242,85636.5,40.5955,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_063/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_064,moderate,baseline,moderate_baseline_20260604_140134_064,completed,20260606_062533,2026-06-06T06:26:48+0200,3,9,1,2,0,11,32198,9393,41591,85636.5,75.0582,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_064/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_065,moderate,baseline,moderate_baseline_20260604_140134_065,completed,20260606_062652,2026-06-06T06:27:34+0200,2,6,1,2,0,8,19940,5197,25137,85636.5,42.1014,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_065/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_066,moderate,baseline,moderate_baseline_20260604_140134_066,completed,20260606_062737,2026-06-06T06:28:19+0200,2,6,1,2,0,8,20702,5230,25932,85636.5,42.3793,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_066/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_067,moderate,baseline,moderate_baseline_20260604_140134_067,completed,20260606_062822,2026-06-06T06:29:05+0200,2,6,1,2,0,8,21148,5199,26347,85636.5,42.2427,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_067/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_068,moderate,baseline,moderate_baseline_20260604_140134_068,completed,20260606_062908,2026-06-06T06:29:45+0200,2,6,0,0,0,6,15526,4701,20227,85636.5,37.8243,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_068/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_069,moderate,baseline,moderate_baseline_20260604_140134_069,completed,20260606_062949,2026-06-06T06:30:54+0200,2,6,3,6,0,12,28164,8200,36364,85636.5,65.0568,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_069/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_070,moderate,baseline,moderate_baseline_20260604_140134_070,completed,20260606_063057,2026-06-06T06:31:36+0200,2,6,1,2,0,8,20037,4869,24906,85636.5,39.3352,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_070/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_071,moderate,baseline,moderate_baseline_20260604_140134_071,completed,20260606_063139,2026-06-06T06:32:17+0200,2,6,0,0,0,6,15589,4647,20236,85636.5,37.4513,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_071/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_072,moderate,baseline,moderate_baseline_20260604_140134_072,completed,20260606_063220,2026-06-06T06:32:58+0200,2,6,0,0,0,6,15790,4839,20629,85636.5,38.7859,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_072/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_073,moderate,baseline,moderate_baseline_20260604_140134_073,completed,20260606_063301,2026-06-06T06:33:57+0200,2,6,2,4,0,10,24566,6961,31527,85636.5,55.5188,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_073/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_074,moderate,baseline,moderate_baseline_20260604_140134_074,completed,20260606_063400,2026-06-06T06:34:45+0200,2,6,1,2,0,8,19503,5507,25010,85636.5,44.1024,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_074/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_075,moderate,baseline,moderate_baseline_20260604_140134_075,completed,20260606_063448,2026-06-06T06:35:34+0200,2,6,0,0,0,6,15364,5738,21102,85636.5,45.8508,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_075/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_076,moderate,baseline,moderate_baseline_20260604_140134_076,completed,20260606_063537,2026-06-06T06:36:15+0200,2,6,0,0,0,6,15234,4737,19971,85636.5,37.7772,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_076/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_077,moderate,baseline,moderate_baseline_20260604_140134_077,completed,20260606_063618,2026-06-06T06:36:58+0200,2,6,0,0,0,6,15732,4955,20687,85636.5,39.8896,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_077/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_078,moderate,baseline,moderate_baseline_20260604_140134_078,completed,20260606_063701,2026-06-06T06:37:45+0200,2,6,2,4,0,10,23701,5470,29171,85636.5,44.0432,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_078/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_079,moderate,baseline,moderate_baseline_20260604_140134_079,completed,20260606_063748,2026-06-06T06:38:55+0200,3,9,2,4,0,13,38255,8239,46494,85636.5,67.1109,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_079/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_080,moderate,baseline,moderate_baseline_20260604_140134_080,completed,20260606_063858,2026-06-06T06:39:40+0200,2,6,1,2,0,8,20486,5166,25652,85636.5,41.8067,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_080/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_081,moderate,baseline,moderate_baseline_20260604_140134_081,completed,20260606_063943,2026-06-06T06:40:31+0200,2,6,1,2,0,8,20403,5884,26287,85636.5,47.3085,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_081/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_082,moderate,baseline,moderate_baseline_20260604_140134_082,completed,20260606_064035,2026-06-06T06:41:16+0200,2,6,1,2,0,8,19829,5210,25039,85636.5,41.8138,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_082/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_083,moderate,baseline,moderate_baseline_20260604_140134_083,completed,20260606_064119,2026-06-06T06:42:33+0200,4,12,0,0,0,12,37884,9094,46978,85636.5,74.1429,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_083/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_084,moderate,baseline,moderate_baseline_20260604_140134_084,completed,20260606_064236,2026-06-06T06:43:40+0200,3,9,2,4,0,13,34664,7957,42621,85636.5,63.9266,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_084/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_085,moderate,baseline,moderate_baseline_20260604_140134_085,completed,20260606_064343,2026-06-06T06:44:58+0200,3,9,2,4,0,13,37871,9267,47138,85636.5,74.6982,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_085/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_086,moderate,baseline,moderate_baseline_20260604_140134_086,completed,20260606_064501,2026-06-06T06:45:59+0200,2,6,0,0,0,6,15365,7360,22725,85636.5,58.6038,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_086/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_087,moderate,baseline,moderate_baseline_20260604_140134_087,completed,20260606_064602,2026-06-06T06:46:49+0200,2,6,1,2,0,8,19032,5864,24896,85636.5,46.7928,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_087/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_088,moderate,baseline,moderate_baseline_20260604_140134_088,completed,20260606_064652,2026-06-06T06:47:36+0200,2,6,2,4,0,10,25239,5457,30696,85636.5,44.5789,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_088/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_089,moderate,baseline,moderate_baseline_20260604_140134_089,completed,20260606_064739,2026-06-06T06:48:13+0200,2,6,0,0,0,6,15581,4250,19831,85636.5,34.1885,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_089/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_090,moderate,baseline,moderate_baseline_20260604_140134_090,completed,20260606_064816,2026-06-06T06:49:00+0200,2,6,0,0,0,6,15886,5268,21154,85636.5,43.2739,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_090/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_091,moderate,baseline,moderate_baseline_20260604_140134_091,completed,20260606_064902,2026-06-06T06:49:47+0200,2,6,1,2,0,8,20916,5477,26393,85636.5,44.5448,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_091/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_092,moderate,baseline,moderate_baseline_20260604_140134_092,completed,20260606_064951,2026-06-06T06:50:46+0200,3,9,0,0,0,9,25521,6829,32350,85636.5,55.5503,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_092/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_093,moderate,baseline,moderate_baseline_20260604_140134_093,completed,20260606_065050,2026-06-06T06:51:43+0200,2,6,1,2,0,8,20223,6646,26869,85636.5,52.8477,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_093/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_094,moderate,baseline,moderate_baseline_20260604_140134_094,completed,20260606_065146,2026-06-06T06:53:55+0200,5,15,4,8,0,23,77219,15689,92908,85636.5,129.4641,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_094/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_095,moderate,baseline,moderate_baseline_20260604_140134_095,completed,20260606_065358,2026-06-06T06:54:46+0200,2,6,1,2,0,8,20704,5930,26634,85636.5,47.5401,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_095/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_096,moderate,baseline,moderate_baseline_20260604_140134_096,completed,20260606_065449,2026-06-06T06:57:04+0200,5,15,4,8,0,23,77689,16574,94263,85636.5,135.1188,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_096/metadata.json,0,2,1,0,,,
