run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,tokens_per_correct_decision,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,smm_similarity,smm_evidence_share,smm_quality,smm_quality_method,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_emily_brooks_james_carter,similarity_emily_brooks_sarah_mitchell,similarity_james_carter_sarah_mitchell
low_treatment_20260604_140134_053,low,treatment,low_treatment_20260604_140134_053,completed,20260604_205022,2026-06-04T20:57:27+0200,3,9,8,16,27,25,150749,80482,231231,321290.83,424.5079,Candidate C,consensus,Candidate C,1,0.925223,0.905926,0.944929,0.925223,0.666667,0.616816,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_053/metadata.json,0,0,3,0,0.944929,0.905926,0.924815
low_treatment_20260604_140134_054,low,treatment,low_treatment_20260604_140134_054,completed,20260604_205730,2026-06-04T21:09:13+0200,5,15,13,26,45,41,249297,135231,384528,321290.83,703.1938,Candidate B,consensus,Candidate C,0,0.951053,0.947716,0.954352,0.951053,0.666667,0.634036,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_054/metadata.json,0,3,0,0,0.951092,0.954352,0.947716
low_treatment_20260604_140134_055,low,treatment,low_treatment_20260604_140134_055,completed,20260604_210916,2026-06-04T21:13:58+0200,2,6,5,10,17,16,93986,54968,148954,321290.83,281.5644,Candidate C,consensus,Candidate C,1,0.910403,0.898494,0.917676,0.910403,0.666667,0.606936,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_055/metadata.json,0,0,3,0,0.917676,0.898494,0.91504
low_treatment_20260604_140134_056,low,treatment,low_treatment_20260604_140134_056,completed,20260604_211400,2026-06-04T21:25:41+0200,5,14,14,28,44,42,259641,135219,394860,321290.83,700.4066,Candidate C,max_round_majority_vote,Candidate C,1,0.941122,0.928797,0.952521,0.941122,0.944444,0.888837,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_056/metadata.json,0,1,2,0,0.928797,0.952521,0.942049
low_treatment_20260604_140134_057,low,treatment,low_treatment_20260604_140134_057,completed,20260604_212544,2026-06-04T21:36:29+0200,5,15,11,22,45,37,237559,124406,361965,321290.83,645.7122,Candidate C,max_round_majority_vote,Candidate C,1,0.940631,0.924873,0.958077,0.940631,0.722222,0.679344,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_057/metadata.json,0,1,2,0,0.924873,0.938944,0.958077
low_treatment_20260604_140134_058,low,treatment,low_treatment_20260604_140134_058,completed,20260604_213632,2026-06-04T21:41:07+0200,2,6,5,10,18,16,94296,53913,148209,321290.83,275.1273,Candidate C,consensus,Candidate C,1,0.938653,0.933253,0.949022,0.938653,0.722222,0.677916,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_058/metadata.json,0,0,3,0,0.933253,0.949022,0.933685
low_treatment_20260604_140134_059,low,treatment,low_treatment_20260604_140134_059,completed,20260604_214110,2026-06-04T21:47:50+0200,3,9,5,10,25,19,129440,79405,208845,321290.83,400.026,Candidate C,consensus,Candidate C,1,0.94142,0.938388,0.943917,0.94142,0.722222,0.679914,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_059/metadata.json,0,0,3,0,0.938388,0.941954,0.943917
low_treatment_20260604_140134_060,low,treatment,low_treatment_20260604_140134_060,completed,20260604_214753,2026-06-04T21:59:27+0200,5,15,13,26,45,41,262937,134338,397275,321290.83,693.6923,Candidate B,max_round_majority_vote,Candidate C,0,0.923248,0.909015,0.939493,0.923248,0.777778,0.718082,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_060/metadata.json,0,2,1,0,0.909015,0.939493,0.921235
low_treatment_20260604_140134_061,low,treatment,low_treatment_20260604_140134_061,completed,20260604_215930,2026-06-04T22:11:09+0200,5,15,11,22,41,37,242585,135829,378414,321290.83,699.2645,Candidate C,consensus,Candidate C,1,0.947985,0.937612,0.95606,0.947985,0.777778,0.737322,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_061/metadata.json,0,0,3,0,0.937612,0.95606,0.950284
low_treatment_20260604_140134_062,low,treatment,low_treatment_20260604_140134_062,completed,20260604_221112,2026-06-04T22:15:50+0200,2,6,8,16,18,22,113477,52881,166358,321290.83,277.5924,Candidate B,consensus,Candidate C,0,0.935874,0.926325,0.946105,0.935874,0.444444,0.415944,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_062/metadata.json,0,3,0,0,0.926325,0.935191,0.946105
low_treatment_20260604_140134_063,low,treatment,low_treatment_20260604_140134_063,completed,20260604_221553,2026-06-04T22:20:11+0200,2,6,6,12,18,18,97810,50140,147950,321290.83,258.2541,Candidate C,consensus,Candidate C,1,0.947443,0.937293,0.953056,0.947443,0.833333,0.789536,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_063/metadata.json,0,0,3,0,0.937293,0.95198,0.953056
low_treatment_20260604_140134_064,low,treatment,low_treatment_20260604_140134_064,completed,20260604_222014,2026-06-04T22:24:45+0200,2,6,6,12,18,18,104909,51707,156616,321290.83,270.4969,Candidate C,consensus,Candidate C,1,0.942772,0.935135,0.954784,0.942772,0.666667,0.628515,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_064/metadata.json,0,0,3,0,0.954784,0.935135,0.938397
low_treatment_20260604_140134_065,low,treatment,low_treatment_20260604_140134_065,completed,20260604_222448,2026-06-04T22:29:09+0200,2,6,3,6,15,12,84052,50732,134784,321290.83,261.7318,Candidate C,consensus,Candidate C,1,0.936609,0.927046,0.945531,0.936609,0.611111,0.572372,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_065/metadata.json,0,0,3,0,0.937249,0.927046,0.945531
low_treatment_20260604_140134_066,low,treatment,low_treatment_20260604_140134_066,completed,20260604_222912,2026-06-04T22:33:45+0200,2,6,4,8,18,14,87234,53684,140918,321290.83,272.2501,Candidate B,consensus,Candidate C,0,0.951331,0.937519,0.959622,0.951331,0.5,0.475666,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_066/metadata.json,0,3,0,0,0.937519,0.956852,0.959622
low_treatment_20260604_140134_067,low,treatment,low_treatment_20260604_140134_067,completed,20260604_223348,2026-06-04T22:37:56+0200,2,6,4,8,18,14,85819,49008,134827,321290.83,247.7612,Candidate C,consensus,Candidate C,1,0.941389,0.939055,0.943168,0.941389,0.722222,0.679892,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_067/metadata.json,0,0,3,0,0.941943,0.939055,0.943168
low_treatment_20260604_140134_068,low,treatment,low_treatment_20260604_140134_068,completed,20260604_223758,2026-06-04T22:42:21+0200,2,6,3,6,16,12,83068,50523,133591,321290.83,262.3348,Candidate B,consensus,Candidate C,0,0.927146,0.914212,0.941776,0.927146,0.666667,0.618098,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_068/metadata.json,0,3,0,0,0.925451,0.914212,0.941776
low_treatment_20260604_140134_069,low,treatment,low_treatment_20260604_140134_069,completed,20260604_224224,2026-06-04T22:47:11+0200,2,6,5,10,17,16,97291,54747,152038,321290.83,287.2579,Candidate B,consensus,Candidate C,0,0.950214,0.949113,0.951182,0.950214,0.555556,0.527897,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_069/metadata.json,0,3,0,0,0.949113,0.951182,0.950347
low_treatment_20260604_140134_070,low,treatment,low_treatment_20260604_140134_070,completed,20260604_224714,2026-06-04T22:57:22+0200,4,12,16,32,32,44,241170,116205,357375,321290.83,607.9601,Candidate C,consensus,Candidate C,1,0.948741,0.941851,0.952365,0.948741,0.666667,0.632494,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_070/metadata.json,0,0,3,0,0.952006,0.941851,0.952365
low_treatment_20260604_140134_071,low,treatment,low_treatment_20260604_140134_071,completed,20260604_225725,2026-06-04T23:02:04+0200,2,6,6,12,17,18,98598,54205,152803,321290.83,279.588,Candidate C,consensus,Candidate C,1,0.92768,0.909711,0.953565,0.92768,0.777778,0.721529,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_071/metadata.json,0,0,3,0,0.909711,0.919763,0.953565
low_treatment_20260604_140134_072,low,treatment,low_treatment_20260604_140134_072,completed,20260604_230207,2026-06-04T23:08:40+0200,3,9,10,20,27,29,150816,75193,226009,321290.83,392.6756,Candidate C,consensus,Candidate C,1,0.949203,0.942377,0.95797,0.949203,0.611111,0.580068,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_072/metadata.json,0,0,3,0,0.942377,0.947263,0.95797
low_treatment_20260604_140134_073,low,treatment,low_treatment_20260604_140134_073,completed,20260604_230843,2026-06-04T23:20:43+0200,5,15,17,34,44,49,287300,134224,421524,321290.83,719.8432,Candidate B,max_round_majority_vote,Candidate C,0,0.929144,0.917571,0.941998,0.929144,0.722222,0.671048,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_073/metadata.json,0,2,1,0,0.917571,0.927863,0.941998
low_treatment_20260604_140134_074,low,treatment,low_treatment_20260604_140134_074,completed,20260604_232046,2026-06-04T23:32:24+0200,5,14,13,26,45,40,261450,134273,395723,321290.83,698.1806,Candidate C,consensus,Candidate C,1,0.947167,0.939313,0.955656,0.947167,0.722222,0.684065,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_074/metadata.json,0,0,3,0,0.955656,0.946532,0.939313
low_treatment_20260604_140134_075,low,treatment,low_treatment_20260604_140134_075,completed,20260604_233227,2026-06-04T23:37:09+0200,2,6,6,12,14,18,95774,54716,150490,321290.83,281.6968,Candidate C,consensus,Candidate C,1,0.944962,0.935248,0.953522,0.944962,0.722222,0.682472,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_075/metadata.json,0,0,3,0,0.935248,0.953522,0.946117
low_treatment_20260604_140134_076,low,treatment,low_treatment_20260604_140134_076,completed,20260604_233712,2026-06-04T23:41:50+0200,2,6,6,12,17,18,106660,53162,159822,321290.83,278.6873,Candidate C,consensus,Candidate C,1,0.935171,0.932123,0.941015,0.935171,0.777778,0.727355,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_076/metadata.json,0,0,3,0,0.932123,0.941015,0.932375
low_treatment_20260604_140134_077,low,treatment,low_treatment_20260604_140134_077,completed,20260604_234153,2026-06-04T23:51:03+0200,4,12,10,20,36,32,198888,105886,304774,321290.83,550.0263,Candidate C,consensus,Candidate C,1,0.938265,0.928675,0.955961,0.938265,0.777778,0.729762,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_077/metadata.json,0,0,3,0,0.930158,0.955961,0.928675
low_treatment_20260604_140134_078,low,treatment,low_treatment_20260604_140134_078,completed,20260604_235106,2026-06-04T23:59:50+0200,4,11,10,20,36,31,196121,100839,296960,321290.83,523.8988,Candidate C,consensus,Candidate C,1,0.940358,0.934353,0.946796,0.940358,0.777778,0.73139,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_078/metadata.json,0,0,3,0,0.934353,0.939926,0.946796
low_treatment_20260604_140134_079,low,treatment,low_treatment_20260604_140134_079,completed,20260604_235953,2026-06-05T00:05:01+0200,2,6,6,12,17,18,98975,58581,157556,321290.83,308.1302,Candidate C,consensus,Candidate C,1,0.945335,0.936005,0.956513,0.945335,0.888889,0.840298,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_079/metadata.json,0,0,3,0,0.936005,0.943487,0.956513
low_treatment_20260604_140134_080,low,treatment,low_treatment_20260604_140134_080,completed,20260605_000504,2026-06-05T00:16:21+0200,5,15,15,30,45,45,255407,127666,383073,321290.83,677.417,Candidate C,max_round_majority_vote,Candidate C,1,0.928927,0.921081,0.934533,0.928927,0.666667,0.619285,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_080/metadata.json,0,1,2,0,0.921081,0.931167,0.934533
low_treatment_20260604_140134_081,low,treatment,low_treatment_20260604_140134_081,completed,20260605_001624,2026-06-05T00:20:20+0200,2,6,3,6,18,12,78622,45198,123820,321290.83,235.8127,Candidate C,consensus,Candidate C,1,0.938961,0.931408,0.946804,0.938961,0.555556,0.521645,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_081/metadata.json,0,0,3,0,0.946804,0.93867,0.931408
low_treatment_20260604_140134_082,low,treatment,low_treatment_20260604_140134_082,completed,20260605_002023,2026-06-05T00:24:45+0200,2,6,4,8,17,14,85499,50794,136293,321290.83,261.6919,Candidate B,consensus,Candidate C,0,0.942216,0.927097,0.955277,0.942216,0.444444,0.418762,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_082/metadata.json,0,3,0,0,0.927097,0.955277,0.944273
low_treatment_20260604_140134_083,low,treatment,low_treatment_20260604_140134_083,completed,20260605_002447,2026-06-05T00:33:45+0200,4,12,14,28,36,40,217636,103063,320699,321290.83,537.8939,Candidate C,consensus,Candidate C,1,0.939062,0.920207,0.954514,0.939062,0.833333,0.782551,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_083/metadata.json,0,0,3,0,0.920207,0.954514,0.942465
low_treatment_20260604_140134_084,low,treatment,low_treatment_20260604_140134_084,completed,20260605_003348,2026-06-05T00:37:45+0200,2,6,3,6,18,12,83516,46820,130336,321290.83,237.1751,Candidate C,consensus,Candidate C,1,0.933932,0.917124,0.942899,0.933932,0.777778,0.726392,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_084/metadata.json,0,0,3,0,0.917124,0.941773,0.942899
low_treatment_20260604_140134_085,low,treatment,low_treatment_20260604_140134_085,completed,20260605_003748,2026-06-05T00:47:49+0200,4,12,12,24,35,36,210535,116184,326719,321290.83,600.6337,Candidate C,consensus,Candidate C,1,0.936812,0.929662,0.949238,0.936812,0.722222,0.676586,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_085/metadata.json,0,0,3,0,0.931535,0.949238,0.929662
low_treatment_20260604_140134_086,low,treatment,low_treatment_20260604_140134_086,completed,20260605_004752,2026-06-05T00:57:16+0200,4,12,12,24,36,36,207649,106117,313766,321290.83,563.6602,Candidate B,consensus,Candidate C,0,0.94215,0.940873,0.943145,0.94215,0.611111,0.575758,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_086/metadata.json,0,3,0,0,0.940873,0.943145,0.942433
low_treatment_20260604_140134_087,low,treatment,low_treatment_20260604_140134_087,completed,20260605_005718,2026-06-05T01:01:22+0200,2,6,7,14,18,20,100568,46803,147371,321290.83,243.1848,Candidate C,consensus,Candidate C,1,0.945665,0.93537,0.954702,0.945665,0.666667,0.630444,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_087/metadata.json,0,0,3,0,0.93537,0.946924,0.954702
low_treatment_20260604_140134_088,low,treatment,low_treatment_20260604_140134_088,completed,20260605_010124,2026-06-05T01:07:49+0200,3,9,7,14,26,23,142083,75514,217597,321290.83,384.8291,Candidate B,consensus,Candidate C,0,0.939271,0.935903,0.942756,0.939271,0.722222,0.678362,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_088/metadata.json,0,3,0,0,0.935903,0.942756,0.939153
low_treatment_20260604_140134_089,low,treatment,low_treatment_20260604_140134_089,completed,20260605_010752,2026-06-05T01:12:48+0200,2,6,6,12,17,18,101977,56968,158945,321290.83,295.7903,Candidate C,consensus,Candidate C,1,0.948637,0.937119,0.960627,0.948637,0.777778,0.737829,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_089/metadata.json,0,0,3,0,0.948165,0.960627,0.937119
low_treatment_20260604_140134_090,low,treatment,low_treatment_20260604_140134_090,completed,20260605_011251,2026-06-05T01:17:01+0200,2,6,3,6,18,12,80978,48863,129841,321290.83,249.7022,Candidate B,consensus,Candidate C,0,0.939876,0.926582,0.949833,0.939876,0.666667,0.626584,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_090/metadata.json,0,3,0,0,0.926582,0.949833,0.943214
low_treatment_20260604_140134_091,low,treatment,low_treatment_20260604_140134_091,completed,20260605_011704,2026-06-05T01:27:14+0200,4,12,12,24,35,36,213800,116198,329998,321290.83,610.1227,Candidate B,consensus,Candidate C,0,0.934747,0.920759,0.943466,0.934747,0.611111,0.571234,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_091/metadata.json,0,3,0,0,0.920759,0.943466,0.940017
low_treatment_20260604_140134_092,low,treatment,low_treatment_20260604_140134_092,completed,20260605_012717,2026-06-05T01:32:18+0200,2,6,8,16,18,22,110970,58816,169786,321290.83,300.6987,Candidate C,consensus,Candidate C,1,0.943766,0.934891,0.957303,0.943766,0.777778,0.73404,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_092/metadata.json,0,0,3,0,0.934891,0.939103,0.957303
low_treatment_20260604_140134_093,low,treatment,low_treatment_20260604_140134_093,completed,20260605_013221,2026-06-05T01:42:18+0200,4,12,12,24,31,36,214322,110899,325221,321290.83,597.8274,Candidate C,consensus,Candidate C,1,0.938329,0.930034,0.950731,0.938329,0.833333,0.781941,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_093/metadata.json,0,0,3,0,0.930034,0.934223,0.950731
low_treatment_20260604_140134_094,low,treatment,low_treatment_20260604_140134_094,completed,20260605_014222,2026-06-05T01:51:58+0200,4,12,12,24,36,36,207640,111172,318812,321290.83,576.8379,Candidate C,consensus,Candidate C,1,0.937585,0.932451,0.942839,0.937585,0.722222,0.677145,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_094/metadata.json,0,0,3,0,0.942839,0.932451,0.937465
low_treatment_20260604_140134_095,low,treatment,low_treatment_20260604_140134_095,completed,20260605_015201,2026-06-05T01:56:19+0200,2,6,5,10,17,16,92790,50199,142989,321290.83,258.0277,Candidate B,consensus,Candidate C,0,0.937883,0.936248,0.939547,0.937883,0.611111,0.573151,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_095/metadata.json,0,3,0,0,0.939547,0.937855,0.936248
low_treatment_20260604_140134_096,low,treatment,low_treatment_20260604_140134_096,completed,20260605_015622,2026-06-05T02:00:55+0200,2,6,5,10,18,16,93540,53057,146597,321290.83,273.0791,Candidate B,consensus,Candidate C,0,0.925145,0.90585,0.938005,0.925145,0.555556,0.51397,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_096/metadata.json,0,3,0,0,0.90585,0.938005,0.93158
low_treatment_20260604_140134_097,low,treatment,low_treatment_20260604_140134_097,completed,20260605_020059,2026-06-05T02:06:17+0200,2,6,8,16,17,22,109743,60459,170202,321290.83,318.2947,Candidate C,consensus,Candidate C,1,0.952698,0.949868,0.954315,0.952698,0.666667,0.635132,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_097/metadata.json,0,0,3,0,0.954315,0.953911,0.949868
low_treatment_20260604_140134_098,low,treatment,low_treatment_20260604_140134_098,completed,20260605_020620,2026-06-05T02:11:50+0200,2,6,5,10,17,16,100212,63865,164077,321290.83,329.2449,Candidate C,consensus,Candidate C,1,0.941338,0.934709,0.951537,0.941338,0.722222,0.679855,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_098/metadata.json,0,0,3,0,0.934709,0.951537,0.937768
low_treatment_20260604_140134_099,low,treatment,low_treatment_20260604_140134_099,completed,20260605_021153,2026-06-05T02:26:03+0200,5,14,14,28,43,42,273271,159830,433101,321290.83,850.6093,Candidate C,consensus,Candidate C,1,0.944626,0.939792,0.947113,0.944626,0.777778,0.734709,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_099/metadata.json,0,0,3,0,0.946974,0.939792,0.947113
low_treatment_20260604_140134_100,low,treatment,low_treatment_20260604_140134_100,completed,20260605_022606,2026-06-05T02:36:24+0200,4,12,10,20,33,32,203359,121207,324566,321290.83,617.458,Candidate B,consensus,Candidate C,0,0.917619,0.897676,0.940718,0.917619,0.722222,0.662725,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/low/low_treatment_20260604_140134_100/metadata.json,0,3,0,0,0.897676,0.914464,0.940718
moderate_baseline_20260604_140134_001,moderate,baseline,moderate_baseline_20260604_140134_001,completed,20260606_052024,2026-06-06T05:22:18+0200,5,15,0,0,0,15,53567,13637,67204,85636.5,113.8081,Candidate D,max_round_majority_vote,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_001/metadata.json,0,0,1,2,,,
moderate_baseline_20260604_140134_002,moderate,baseline,moderate_baseline_20260604_140134_002,completed,20260606_052221,2026-06-06T05:23:03+0200,2,6,1,2,0,8,20024,5152,25176,85636.5,41.6919,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_002/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_003,moderate,baseline,moderate_baseline_20260604_140134_003,completed,20260606_052306,2026-06-06T05:23:55+0200,2,6,1,2,0,8,19423,6124,25547,85636.5,49.1295,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_003/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_004,moderate,baseline,moderate_baseline_20260604_140134_004,completed,20260606_052358,2026-06-06T05:25:05+0200,2,6,4,8,0,14,34985,8412,43397,85636.5,67.1409,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_004/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_005,moderate,baseline,moderate_baseline_20260604_140134_005,completed,20260606_052508,2026-06-06T05:25:51+0200,2,6,0,0,0,6,16181,5468,21649,85636.5,43.7869,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_005/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_006,moderate,baseline,moderate_baseline_20260604_140134_006,completed,20260606_052554,2026-06-06T05:28:44+0200,5,15,1,2,0,17,58111,20748,78859,85636.5,169.6765,Candidate C,max_round_majority_vote,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_006/metadata.json,0,0,2,1,,,
moderate_baseline_20260604_140134_007,moderate,baseline,moderate_baseline_20260604_140134_007,completed,20260606_052847,2026-06-06T05:29:58+0200,3,9,2,4,0,13,35672,8837,44509,85636.5,70.7704,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_007/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_008,moderate,baseline,moderate_baseline_20260604_140134_008,completed,20260606_053001,2026-06-06T05:30:44+0200,2,6,1,2,0,8,20112,5318,25430,85636.5,42.9973,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_008/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_009,moderate,baseline,moderate_baseline_20260604_140134_009,completed,20260606_053047,2026-06-06T05:32:01+0200,3,9,1,2,0,11,30683,9139,39822,85636.5,73.553,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_009/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_010,moderate,baseline,moderate_baseline_20260604_140134_010,completed,20260606_053204,2026-06-06T05:33:00+0200,3,9,0,0,0,9,26085,6992,33077,85636.5,56.2522,Candidate A,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_010/metadata.json,3,0,0,0,,,
moderate_baseline_20260604_140134_011,moderate,baseline,moderate_baseline_20260604_140134_011,completed,20260606_053304,2026-06-06T05:33:49+0200,2,6,0,0,0,6,15438,5585,21023,85636.5,44.5548,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_011/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_012,moderate,baseline,moderate_baseline_20260604_140134_012,completed,20260606_053352,2026-06-06T05:34:47+0200,2,6,2,4,0,10,24524,6925,31449,85636.5,55.3944,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_012/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_013,moderate,baseline,moderate_baseline_20260604_140134_013,completed,20260606_053450,2026-06-06T05:36:25+0200,5,15,1,2,0,17,61076,11189,72265,85636.5,94.2417,Candidate D,max_round_majority_vote,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_013/metadata.json,0,1,0,2,,,
moderate_baseline_20260604_140134_014,moderate,baseline,moderate_baseline_20260604_140134_014,completed,20260606_053628,2026-06-06T05:38:26+0200,5,15,2,4,0,19,66444,14545,80989,85636.5,118.684,Candidate C,max_round_majority_vote,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_014/metadata.json,0,1,2,0,,,
moderate_baseline_20260604_140134_015,moderate,baseline,moderate_baseline_20260604_140134_015,completed,20260606_053829,2026-06-06T05:39:34+0200,3,9,0,0,0,9,26977,7961,34938,85636.5,64.9102,Candidate C,consensus,Candidate C,1,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_015/metadata.json,0,0,3,0,,,
moderate_baseline_20260604_140134_016,moderate,baseline,moderate_baseline_20260604_140134_016,completed,20260606_053937,2026-06-06T05:40:25+0200,2,6,1,2,0,8,20937,5940,26877,85636.5,47.8048,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_016/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_017,moderate,baseline,moderate_baseline_20260604_140134_017,completed,20260606_054028,2026-06-06T05:41:12+0200,2,6,1,2,0,8,19602,5352,24954,85636.5,43.1726,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_017/metadata.json,0,3,0,0,,,
