agent_tool_calls,agent_turns,all_evidence_shared_recall,all_evidence_union_recall,condition,cooperation_behavior_score,coordination_accuracy,decision_correct,decision_method,decision_state_accuracy,evidence_quality,final_candidate,important_evidence_shared_recall,important_evidence_union_recall,metadata_file,old_embedding_similarity,old_smm_quality,public_important_fact_recall,quality_penalty,rounds,run_id,similarity_candidate_coverage_checklist,similarity_candidate_review_status,similarity_current_positions,similarity_group_decision_state,similarity_information_distribution,smm_mode,smm_quality_cognitive_only,smm_quality_cognitive_only_raw,smm_quality_prototype,smm_quality_raw,smm_quality_without_decision_state,smm_quality_without_decision_state_raw,smm_whole_similarity,tool_usefulness_score,total_tokens,unsupported_flag_count,vote_revision_score
3,6,0.77037,0.940741,high,0.684211,1.0,0,consensus,0.466667,0.881579,Candidate B,0.842105,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_055/metadata.json,0.956411,0.850143,0.789474,0.0,2,high_treatment_20260606_092841_055,0.816667,0.870889,0.539183,0.829863,0.763982,treatment,0.801535,0.801535,0.792676,0.792676,0.871711,0.871711,0.786124,1.0,208422,0,0.0
3,6,0.57037,1.0,high,0.684539,1.0,1,consensus,1.0,0.605263,Candidate C,0.473684,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_056/metadata.json,0.932908,0.57011,0.710526,0.0,2,high_treatment_20260606_092841_056,0.743333,0.751276,0.474512,0.715095,0.587606,treatment,0.782895,0.782895,0.775049,0.775049,0.719803,0.719803,0.668997,0.908333,197979,0,0.333333
1,6,0.696296,0.874074,high,0.452632,1.0,0,consensus,0.4,0.723684,Candidate A,0.684211,0.842105,01_data/backup/backup_01/high/high_treatment_20260606_092841_057/metadata.json,0.954044,0.583027,0.368421,0.08,2,high_treatment_20260606_092841_057,1.0,0.83197,0.440272,0.813679,0.70374,treatment,0.618026,0.698026,0.593553,0.673553,0.658553,0.738553,0.760714,1.0,176290,4,0.0
1,9,0.585185,0.888889,high,0.485197,1.0,0,consensus,0.4,0.664474,Candidate B,0.605263,0.842105,01_data/backup/backup_01/high/high_treatment_20260606_092841_058/metadata.json,0.956332,0.690684,0.552632,0.0,3,high_treatment_20260606_092841_058,0.673317,0.822523,0.553587,0.721851,0.732798,treatment,0.665461,0.665461,0.651793,0.651793,0.7125,0.7125,0.729183,0.725,287106,0,0.0
7,6,0.651852,0.955556,high,0.6586,1.0,1,consensus,0.8,0.684211,Candidate C,0.605263,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_059/metadata.json,0.963129,0.588579,0.578947,0.04,2,high_treatment_20260606_092841_059,0.961111,0.826391,0.563979,0.773842,0.546313,treatment,0.736316,0.776316,0.726685,0.766685,0.718036,0.758036,0.733976,0.960714,272330,2,0.5
3,6,0.725926,0.940741,high,0.635417,1.0,1,consensus,0.8,0.684211,Candidate C,0.605263,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_060/metadata.json,0.945717,0.788097,0.5,0.04,2,high_treatment_20260606_092841_060,0.865122,0.848929,0.503613,0.803088,0.733107,treatment,0.736316,0.776316,0.723207,0.763207,0.713399,0.753399,0.766418,0.908333,227461,2,0.666667
1,6,0.585185,1.0,high,0.778509,1.0,1,consensus,0.8,0.684211,Candidate C,0.578947,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_061/metadata.json,0.937488,0.520827,0.657895,0.04,2,high_treatment_20260606_092841_061,0.662276,0.778262,0.540089,0.680076,0.449451,treatment,0.736316,0.776316,0.744671,0.784671,0.742018,0.782018,0.645538,1.0,180825,2,0.833333
3,6,0.540741,0.844444,high,0.510526,1.0,0,consensus,0.4,0.585526,Candidate D,0.526316,0.763158,01_data/backup/backup_01/high/high_treatment_20260606_092841_062/metadata.json,0.953987,0.582992,0.473684,0.04,2,high_treatment_20260606_092841_062,0.904884,0.822327,0.510823,0.803506,0.391048,treatment,0.582039,0.622039,0.580066,0.620066,0.634145,0.674145,0.693837,1.0,251274,2,0.0
2,9,0.533333,0.866667,high,0.307895,1.0,0,consensus,0.4,0.526316,Candidate A,0.394737,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_063/metadata.json,0.947673,0.526485,0.105263,0.0,3,high_treatment_20260606_092841_063,0.691056,0.793987,0.531477,0.756536,0.824087,treatment,0.589474,0.589474,0.563026,0.563026,0.601053,0.601053,0.742847,1.0,338022,0,0.0
2,6,0.444444,1.0,high,0.403783,1.0,0,consensus,0.533333,0.486842,Candidate B,0.315789,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_064/metadata.json,0.951912,0.423072,0.342105,0.0,2,high_treatment_20260606_092841_064,0.916667,0.755359,0.558259,0.773819,0.361337,treatment,0.601096,0.601096,0.586313,0.586313,0.59852,0.59852,0.666812,0.8625,190503,0,0.0
1,6,0.555556,0.911111,high,0.394737,1.0,0,consensus,0.4,0.526316,Candidate B,0.394737,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_065/metadata.json,0.942687,0.471344,0.263158,0.04,2,high_treatment_20260606_092841_065,0.697026,0.763019,0.59199,0.77778,0.433933,treatment,0.549474,0.589474,0.536053,0.576053,0.578421,0.618421,0.6679,1.0,171233,2,0.0
1,6,0.57037,0.955556,high,0.581579,1.0,1,consensus,0.8,0.664474,Candidate C,0.578947,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_066/metadata.json,0.946393,0.578351,0.421053,0.0,2,high_treatment_20260606_092841_066,0.961111,0.803889,0.860119,0.829575,0.488508,treatment,0.765461,0.765461,0.74625,0.74625,0.731776,0.731776,0.770107,1.0,154066,0,0.5
1,6,0.614815,0.977778,high,0.365789,1.0,0,consensus,0.4,0.585526,Candidate B,0.447368,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_067/metadata.json,0.956009,0.584228,0.210526,0.0,2,high_treatment_20260606_092841_067,0.630985,0.761426,0.636127,0.674309,0.450959,treatment,0.622039,0.622039,0.598355,0.598355,0.645197,0.645197,0.65007,1.0,189301,0,0.0
1,12,0.725926,1.0,high,0.470724,1.0,0,consensus,0.4,0.723684,Candidate B,0.631579,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_068/metadata.json,0.93317,0.622114,0.526316,0.0,4,high_treatment_20260606_092841_068,0.855556,0.803652,0.572249,0.736948,0.509099,treatment,0.698026,0.698026,0.676266,0.676266,0.742171,0.742171,0.70188,0.725,565811,0,0.0
0,15,0.659259,1.0,high,0.35614,1.0,1,max_round_majority_vote,0.8,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_069/metadata.json,0.955787,0.584092,0.526316,0.0,5,high_treatment_20260606_092841_069,0.810101,0.714699,0.664306,0.709628,0.470893,treatment,0.808882,0.808882,0.74796,0.74796,0.73011,0.73011,0.666905,0.0,618024,0,0.333333
0,6,0.57037,0.97037,high,0.231579,1.0,0,consensus,0.4,0.631579,Candidate B,0.526316,0.947368,01_data/backup/backup_01/high/high_treatment_20260606_092841_070/metadata.json,0.953289,0.635526,0.421053,0.0,2,high_treatment_20260606_092841_070,0.961111,0.789436,0.464773,0.708795,0.80971,treatment,0.647368,0.647368,0.598947,0.598947,0.643684,0.643684,0.745831,0.0,186011,0,0.0
1,6,0.607407,0.940741,high,0.720614,1.0,1,consensus,1.0,0.644737,Candidate C,0.552632,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_071/metadata.json,0.949761,0.633174,0.552632,0.0,2,high_treatment_20260606_092841_071,0.961111,0.824861,0.548579,0.763418,0.560155,treatment,0.804605,0.804605,0.798224,0.798224,0.748728,0.748728,0.731814,1.0,196751,0,0.833333
2,6,0.57037,0.955556,high,0.365789,1.0,0,consensus,0.466667,0.605263,Candidate B,0.5,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_072/metadata.json,0.94776,0.526534,0.210526,0.0,2,high_treatment_20260606_092841_072,0.704321,0.778884,0.590173,0.716615,0.480373,treatment,0.649561,0.649561,0.62057,0.62057,0.656053,0.656053,0.670965,1.0,195201,0,0.0
2,6,0.844444,0.955556,high,0.797643,1.0,1,consensus,0.8,0.822368,Candidate C,0.789474,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_073/metadata.json,0.954386,0.795321,0.815789,0.04,2,high_treatment_20260606_092841_073,0.747062,0.865063,0.571569,0.771903,0.452755,treatment,0.812303,0.852303,0.809712,0.849712,0.821831,0.861831,0.708145,0.8625,215215,2,0.666667
0,6,0.525926,1.0,high,0.422807,0.5,1,consensus,0.8,0.605263,Candidate C,0.473684,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_074/metadata.json,0.947487,0.526382,0.526316,0.0,2,high_treatment_20260606_092841_074,0.781587,0.741143,0.510841,0.684097,0.792385,treatment,0.632895,0.632895,0.595789,0.595789,0.542456,0.542456,0.709481,0.0,175974,0,0.666667
4,6,0.6,0.985185,high,0.616584,1.0,1,consensus,0.666667,0.723684,Candidate C,0.631579,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_075/metadata.json,0.94896,0.73808,0.394737,0.0,2,high_treatment_20260606_092841_075,0.882323,0.778314,0.659649,0.678873,0.584579,treatment,0.764693,0.764693,0.751479,0.751479,0.771343,0.771343,0.71228,0.93125,229831,0,0.833333
1,9,0.851852,0.955556,high,0.800987,1.0,1,consensus,0.8,0.921053,Candidate C,0.894737,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_076/metadata.json,0.95571,0.95571,0.763158,0.04,3,high_treatment_20260606_092841_076,0.816667,0.889224,0.457013,0.801735,0.836653,treatment,0.866579,0.906579,0.854622,0.894622,0.876776,0.916776,0.789125,0.725,343416,2,1.0
0,6,0.6,0.911111,high,0.188158,1.0,0,consensus,0.4,0.723684,Candidate B,0.657895,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_077/metadata.json,0.958484,0.58574,0.342105,0.0,2,high_treatment_20260606_092841_077,0.865122,0.766271,0.54409,0.787288,0.506377,treatment,0.698026,0.698026,0.633882,0.633882,0.685658,0.685658,0.695054,0.0,183687,0,0.0
0,6,0.577778,0.955556,high,0.389474,1.0,1,consensus,0.8,0.671053,Candidate C,0.578947,0.947368,01_data/backup/backup_01/high/high_treatment_20260606_092841_078/metadata.json,0.95744,0.851058,0.526316,0.0,2,high_treatment_20260606_092841_078,0.681944,0.795495,0.667828,0.747007,0.622805,treatment,0.769079,0.769079,0.720395,0.720395,0.696974,0.696974,0.720754,0.0,164737,0,0.5
2,6,0.592593,0.955556,high,0.374836,1.0,0,consensus,0.266667,0.526316,Candidate B,0.394737,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_079/metadata.json,0.954868,0.477434,0.289474,0.0,2,high_treatment_20260606_092841_079,0.961111,0.803588,0.645948,0.53804,0.332099,treatment,0.55614,0.55614,0.546401,0.546401,0.614441,0.614441,0.648287,0.8625,214767,0,0.0
2,6,0.62963,0.955556,high,0.476151,1.0,0,consensus,0.466667,0.703947,Candidate B,0.605263,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_080/metadata.json,0.951575,0.740114,0.473684,0.0,2,high_treatment_20260606_092841_080,0.655271,0.78986,0.6705,0.703288,0.666055,treatment,0.703838,0.703838,0.681532,0.681532,0.732401,0.732401,0.716422,0.8625,198245,0,0.0
6,6,0.6,1.0,high,0.653947,1.0,1,consensus,0.8,0.684211,Candidate C,0.578947,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_081/metadata.json,0.951151,0.634101,0.552632,0.0,2,high_treatment_20260606_092841_081,0.359798,0.785428,0.549268,0.750241,0.597071,treatment,0.776316,0.776316,0.765987,0.765987,0.757105,0.757105,0.662732,1.0,260267,0,0.5
3,6,0.607407,0.911111,high,0.651535,1.0,1,consensus,0.8,0.664474,Candidate C,0.605263,0.842105,01_data/backup/backup_01/high/high_treatment_20260606_092841_082/metadata.json,0.951883,0.687471,0.631579,0.0,2,high_treatment_20260606_092841_082,0.961111,0.799115,0.450839,0.746476,0.400158,treatment,0.765461,0.765461,0.756743,0.756743,0.745768,0.745768,0.672754,0.816667,208531,0,0.5
0,15,0.481481,0.777778,high,0.298246,1.0,1,max_round_majority_vote,0.8,0.486842,Candidate C,0.421053,0.684211,01_data/backup/backup_01/high/high_treatment_20260606_092841_083/metadata.json,0.954734,0.477367,0.421053,0.08,5,high_treatment_20260606_092841_083,0.446465,0.812631,0.605723,0.825009,0.780807,treatment,0.587763,0.667763,0.543816,0.623816,0.497412,0.577412,0.741089,0.0,735922,4,0.333333
0,6,0.696296,0.955556,high,0.289474,1.0,0,consensus,0.4,0.664474,Candidate B,0.578947,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_084/metadata.json,0.954131,0.58308,0.526316,0.0,2,high_treatment_20260606_092841_084,0.780728,0.852346,0.479946,0.768275,0.809338,treatment,0.665461,0.665461,0.622434,0.622434,0.673355,0.673355,0.763908,0.0,180903,0,0.0
5,6,0.651852,1.0,high,0.697368,1.0,1,consensus,0.8,0.763158,Candidate C,0.684211,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_085/metadata.json,0.947738,0.842434,0.631579,0.0,2,high_treatment_20260606_092841_085,0.919841,0.793863,0.721224,0.80916,0.637135,treatment,0.819737,0.819737,0.808026,0.808026,0.80921,0.80921,0.767279,1.0,242012,0,0.5
3,9,0.688889,0.955556,high,0.684868,1.0,1,consensus,0.8,0.763158,Candidate C,0.710526,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_086/metadata.json,0.954124,0.84811,0.631579,0.0,3,high_treatment_20260606_092841_086,0.374242,0.810981,0.574641,0.765972,0.624954,treatment,0.819737,0.819737,0.806151,0.806151,0.80671,0.80671,0.685649,0.816667,409821,0,0.666667
4,6,0.681481,0.955556,high,0.714337,1.0,1,consensus,1.0,0.782895,Candidate C,0.736842,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_087/metadata.json,0.952009,0.687562,0.684211,0.0,2,high_treatment_20260606_092841_087,0.95873,0.816533,0.729377,0.73474,0.657244,treatment,0.880592,0.880592,0.859453,0.859453,0.82346,0.82346,0.769463,0.81875,232413,0,0.666667
3,6,0.511111,1.0,high,0.394737,1.0,0,consensus,0.533333,0.605263,Candidate B,0.473684,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_088/metadata.json,0.943714,0.471857,0.263158,0.0,2,high_treatment_20260606_092841_088,0.733002,0.746694,0.56422,0.70606,0.478782,treatment,0.666228,0.666228,0.638246,0.638246,0.661842,0.661842,0.656245,1.0,197467,0,0.0
1,6,0.637037,0.955556,high,0.467105,1.0,0,consensus,0.4,0.684211,Candidate B,0.578947,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_089/metadata.json,0.950246,0.527915,0.394737,0.0,2,high_treatment_20260606_092841_089,0.619697,0.775628,0.633371,0.660126,0.55697,treatment,0.676316,0.676316,0.65796,0.65796,0.719737,0.719737,0.671864,1.0,177867,0,0.0
0,9,0.681481,0.925926,high,0.260526,1.0,0,consensus,0.4,0.769737,Candidate B,0.710526,0.947368,01_data/backup/backup_01/high/high_treatment_20260606_092841_090/metadata.json,0.959251,0.852668,0.473684,0.08,3,high_treatment_20260606_092841_090,0.176326,0.839327,0.582424,0.764886,0.615714,treatment,0.643355,0.723355,0.58546,0.66546,0.64546,0.72546,0.67488,0.0,374722,4,0.0
2,6,0.911111,0.985185,high,0.832018,1.0,1,consensus,1.0,0.960526,Candidate C,0.947368,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_091/metadata.json,0.957005,0.903838,0.815789,0.0,2,high_treatment_20260606_092841_091,0.344295,0.818073,0.636017,0.683282,0.596326,treatment,0.978289,0.978289,0.95704,0.95704,0.944693,0.944693,0.672079,1.0,207853,0,0.666667
2,6,0.518519,1.0,high,0.657566,1.0,1,consensus,0.8,0.703947,Candidate C,0.605263,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_092/metadata.json,0.923606,0.769671,0.684211,0.0,2,high_treatment_20260606_092841_092,0.57392,0.749907,0.587994,0.668807,0.381035,treatment,0.787171,0.787171,0.775411,0.775411,0.768684,0.768684,0.618027,0.725,190034,0,0.5
0,9,0.637037,1.0,high,0.202632,1.0,0,consensus,0.4,0.625,Candidate D,0.5,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_093/metadata.json,0.906394,0.553907,0.368421,0.0,3,high_treatment_20260606_092841_093,0.748068,0.814796,0.412504,0.763797,0.658145,treatment,0.64375,0.64375,0.591645,0.591645,0.634276,0.634276,0.70625,0.0,328859,0,0.0
1,6,0.585185,0.896296,high,0.720614,1.0,1,consensus,1.0,0.644737,Candidate C,0.526316,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_094/metadata.json,0.94649,0.525828,0.552632,0.0,2,high_treatment_20260606_092841_094,0.939286,0.819969,0.549487,0.719506,0.696835,treatment,0.804605,0.804605,0.798224,0.798224,0.748728,0.748728,0.746609,1.0,190923,0,0.833333
1,6,0.562963,0.955556,high,0.510526,1.0,0,consensus,0.6,0.644737,Candidate B,0.526316,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_095/metadata.json,0.925725,0.61715,0.473684,0.0,2,high_treatment_20260606_092841_095,1.0,0.799753,0.614912,0.743916,0.324593,treatment,0.704605,0.704605,0.68671,0.68671,0.70671,0.70671,0.685852,1.0,190839,0,0.0
2,6,0.562963,0.955556,high,0.409211,1.0,0,consensus,0.4,0.605263,Candidate B,0.473684,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_096/metadata.json,0.951342,0.475671,0.289474,0.0,2,high_treatment_20260606_092841_096,0.642268,0.771218,0.621086,0.772427,0.2644,treatment,0.632895,0.632895,0.61375,0.61375,0.664737,0.664737,0.634681,1.0,201887,0,0.0
5,6,0.622222,0.955556,high,0.747237,1.0,1,consensus,0.8,0.723684,Candidate C,0.657895,0.921053,01_data/backup/backup_01/high/high_treatment_20260606_092841_097/metadata.json,0.941685,0.680106,0.763158,0.0,2,high_treatment_20260606_092841_097,0.95873,0.830909,0.586521,0.776218,0.553163,treatment,0.798026,0.798026,0.797743,0.797743,0.797474,0.797474,0.740546,0.91,264272,0,0.5
4,6,0.681481,0.985185,high,0.467105,1.0,0,consensus,0.4,0.763158,Candidate B,0.684211,1.0,01_data/backup/backup_01/high/high_treatment_20260606_092841_098/metadata.json,0.945002,0.577501,0.394737,0.0,2,high_treatment_20260606_092841_098,0.816667,0.828185,0.569991,0.74724,0.612342,treatment,0.719737,0.719737,0.693487,0.693487,0.763158,0.763158,0.728947,1.0,247187,0,0.0
1,6,0.762963,0.866667,high,0.520833,1.0,1,consensus,0.8,0.684211,Candidate C,0.657895,0.763158,01_data/backup/backup_01/high/high_treatment_20260606_092841_099/metadata.json,0.938989,0.469494,0.5,0.0,2,high_treatment_20260606_092841_099,0.748068,0.818585,0.455099,0.714289,0.719677,treatment,0.776316,0.776316,0.74602,0.74602,0.730482,0.730482,0.716369,0.45,209310,0,0.666667
0,6,0.377778,0.851852,high,0.0,1.0,0,consensus,0.4,0.401316,Candidate B,0.236842,0.894737,01_data/backup/backup_01/high/high_treatment_20260606_092841_100/metadata.json,0.94365,0.576675,0.0,0.0,2,high_treatment_20260606_092841_100,0.866301,0.733274,0.343212,0.720031,0.349511,treatment,0.520724,0.520724,0.460592,0.460592,0.470724,0.470724,0.608666,0.0,156658,0,0.0
3,6,0.555556,1.0,low,0.48761,1.0,0,consensus,0.4,0.605263,Candidate B,0.473684,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_001/metadata.json,0.953596,0.582753,0.473684,0.1,2,low_treatment_20260606_092841_001,0.683077,0.691566,0.595734,0.71012,0.444646,treatment,0.532895,0.632895,0.52551,0.62551,0.580417,0.680417,0.630669,0.908333,133798,5,0.0
3,6,0.548148,0.851852,low,0.735088,1.0,1,consensus,0.8,0.585526,Candidate C,0.526316,0.763158,01_data/backup/backup_01/low/low_treatment_20260606_092841_002/metadata.json,0.952093,0.581835,0.578947,0.04,2,low_treatment_20260606_092841_002,0.808674,0.777566,0.549365,0.698442,0.502565,treatment,0.682039,0.722039,0.69375,0.73375,0.679057,0.719057,0.675621,1.0,144579,2,0.833333
7,9,0.777778,0.985185,low,0.971053,1.0,1,consensus,1.0,0.921053,Candidate C,0.894737,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_003/metadata.json,0.948973,0.843532,0.947368,0.0,3,low_treatment_20260606_092841_003,0.767288,0.760718,0.486159,0.708323,0.558631,treatment,0.956579,0.956579,0.960132,0.960132,0.95079,0.95079,0.669295,1.0,232741,0,1.0
10,9,0.622222,0.985185,low,0.695603,1.0,1,consensus,0.8,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_004/metadata.json,0.944928,0.629952,0.605263,0.04,3,low_treatment_20260606_092841_004,0.961111,0.744352,0.439383,0.742449,0.368548,treatment,0.768882,0.808882,0.75888,0.79888,0.758002,0.798002,0.644741,0.9175,249985,2,0.666667
6,6,0.503704,0.896296,low,0.749561,1.0,1,consensus,1.0,0.605263,Candidate C,0.526316,0.842105,01_data/backup/backup_01/low/low_treatment_20260606_092841_005/metadata.json,0.947587,0.579081,0.605263,0.0,2,low_treatment_20260606_092841_005,0.778529,0.791491,0.490624,0.753092,0.683486,treatment,0.782895,0.782895,0.784803,0.784803,0.732807,0.732807,0.715784,1.0,161917,0,0.833333
5,9,0.607407,0.977778,low,0.714145,1.0,1,consensus,0.8,0.703947,Candidate C,0.605263,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_006/metadata.json,0.948319,0.790266,0.605263,0.0,3,low_treatment_20260606_092841_006,0.786957,0.765015,0.583708,0.747208,0.623267,treatment,0.787171,0.787171,0.783898,0.783898,0.78,0.78,0.708102,0.725,209980,0,1.0
8,6,0.525926,0.955556,low,0.774123,1.0,1,consensus,1.0,0.605263,Candidate C,0.5,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_007/metadata.json,0.959155,0.479577,0.710526,0.0,2,low_treatment_20260606_092841_007,0.848068,0.746115,0.571759,0.751222,0.381943,treatment,0.782895,0.782895,0.788487,0.788487,0.737719,0.737719,0.658344,1.0,176793,0,0.666667
9,9,0.637037,0.955556,low,0.735124,1.0,1,consensus,0.8,0.730263,Candidate C,0.657895,0.947368,01_data/backup/backup_01/low/low_treatment_20260606_092841_008/metadata.json,0.948712,0.579768,0.736842,0.0,3,low_treatment_20260606_092841_008,0.748068,0.725638,0.444721,0.696759,0.448752,treatment,0.801645,0.801645,0.798887,0.798887,0.79867,0.79867,0.62459,0.786111,248548,0,0.666667
5,9,0.577778,0.955556,low,0.826316,1.0,1,consensus,1.0,0.644737,Candidate C,0.552632,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_009/metadata.json,0.949742,0.633162,0.684211,0.0,3,low_treatment_20260606_092841_009,0.7929,0.750956,0.505586,0.775549,0.422847,treatment,0.804605,0.804605,0.814079,0.814079,0.769868,0.769868,0.657641,1.0,209581,0,1.0
3,6,0.496296,0.940741,low,0.769737,1.0,1,consensus,0.866667,0.644737,Candidate C,0.552632,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_010/metadata.json,0.954508,0.58331,0.763158,0.0,2,low_treatment_20260606_092841_010,0.919841,0.708995,0.623215,0.782134,0.555744,treatment,0.771272,0.771272,0.778925,0.778925,0.758553,0.758553,0.70119,1.0,142674,0,0.5
11,15,0.688889,0.918519,low,0.788596,1.0,1,consensus,0.8,0.782895,Candidate C,0.736842,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_011/metadata.json,0.93932,0.782766,0.736842,0.0,5,low_treatment_20260606_092841_011,0.844561,0.755091,0.457691,0.72533,0.717474,treatment,0.830592,0.830592,0.830592,0.830592,0.838311,0.838311,0.705952,1.0,425256,0,0.666667
16,15,0.57037,0.985185,low,0.529749,1.0,0,consensus,0.4,0.585526,Candidate B,0.447368,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_012/metadata.json,0.949032,0.474516,0.578947,0.0,5,low_treatment_20260606_092841_012,0.711023,0.757281,0.703504,0.752016,0.559383,treatment,0.622039,0.622039,0.622949,0.622949,0.677989,0.677989,0.703956,0.845313,433809,0,0.0
7,12,0.57037,1.0,low,0.515179,1.0,0,consensus,0.4,0.565789,Candidate B,0.421053,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_013/metadata.json,0.942425,0.628284,0.5,0.04,4,low_treatment_20260606_092841_013,0.855556,0.714457,0.482483,0.722632,0.653389,treatment,0.571184,0.611184,0.571882,0.611882,0.62422,0.66422,0.683192,0.960714,286354,2,0.0
7,6,0.392593,0.851852,low,0.639474,1.0,1,consensus,0.8,0.407895,Candidate C,0.289474,0.763158,01_data/backup/backup_01/low/low_treatment_20260606_092841_014/metadata.json,0.945862,0.420383,0.526316,0.0,2,low_treatment_20260606_092841_014,0.95873,0.745359,0.514146,0.701268,0.499981,treatment,0.624342,0.624342,0.639474,0.639474,0.602237,0.602237,0.67412,1.0,157571,0,0.5
8,6,0.703704,0.955556,low,0.856579,1.0,1,consensus,0.8,0.723684,Candidate C,0.657895,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_015/metadata.json,0.957065,0.691213,0.921053,0.04,2,low_treatment_20260606_092841_015,0.921212,0.816786,0.378695,0.742026,0.804144,treatment,0.758026,0.798026,0.774145,0.814145,0.779342,0.819342,0.744034,1.0,198571,2,0.5
14,15,0.585185,1.0,low,0.830161,1.0,1,max_round_majority_vote,0.8,0.644737,Candidate C,0.526316,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_016/metadata.json,0.938376,0.729848,0.868421,0.08,5,low_treatment_20260606_092841_016,0.864425,0.69807,0.46786,0.725156,0.416343,treatment,0.674605,0.754605,0.694656,0.774656,0.690637,0.770637,0.629246,0.876786,429930,4,0.666667
9,9,0.577778,0.955556,low,0.570395,1.0,0,consensus,0.4,0.585526,Candidate B,0.473684,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_017/metadata.json,0.947109,0.631406,0.605263,0.04,3,low_treatment_20260606_092841_017,0.810101,0.746765,0.595841,0.723215,0.668682,treatment,0.582039,0.622039,0.589046,0.629046,0.646118,0.686118,0.710133,0.95,254670,2,0.0
13,15,0.674074,0.955556,low,0.734109,1.0,1,max_round_majority_vote,0.8,0.703947,Candidate C,0.631579,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_018/metadata.json,0.940846,0.731769,0.736842,0.0,5,low_treatment_20260606_092841_018,0.853409,0.772866,0.555096,0.713222,0.398659,treatment,0.787171,0.787171,0.786893,0.786893,0.783993,0.783993,0.661484,0.915385,389715,0,0.5
5,9,0.385185,1.0,low,0.553947,1.0,0,consensus,0.4,0.486842,Candidate D,0.315789,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_019/metadata.json,0.939192,0.417418,0.552632,0.0,3,low_treatment_20260606_092841_019,0.961111,0.714451,0.528279,0.731559,0.530591,treatment,0.567763,0.567763,0.582171,0.582171,0.628553,0.628553,0.677841,1.0,202485,0,0.0
6,6,0.555556,1.0,low,0.792982,1.0,1,consensus,0.866667,0.664474,Candidate C,0.552632,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_020/metadata.json,0.95457,0.689411,0.684211,0.0,2,low_treatment_20260606_092841_020,0.748068,0.767872,0.498634,0.76157,0.57956,treatment,0.782127,0.782127,0.791294,0.791294,0.774057,0.774057,0.686583,1.0,156635,0,0.833333
