agent_tool_calls,agent_turns,all_evidence_shared_recall,all_evidence_union_recall,condition,cooperation_behavior_score,coordination_accuracy,decision_correct,decision_method,decision_state_accuracy,evidence_quality,final_candidate,important_evidence_shared_recall,important_evidence_union_recall,metadata_file,old_embedding_similarity,old_smm_quality,public_important_fact_recall,quality_penalty,rounds,run_id,similarity_candidate_coverage_checklist,similarity_candidate_review_status,similarity_current_positions,similarity_group_decision_state,similarity_information_distribution,smm_mode,smm_quality_cognitive_only,smm_quality_cognitive_only_raw,smm_quality_prototype,smm_quality_raw,smm_quality_without_decision_state,smm_quality_without_decision_state_raw,smm_whole_similarity,tool_usefulness_score,total_tokens,unsupported_flag_count,vote_revision_score
8,9,0.614815,0.955556,low,0.789008,1.0,1,consensus,0.8,0.605263,Candidate C,0.5,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_021/metadata.json,0.952936,0.688231,0.763158,0.0,3,low_treatment_20260606_092841_021,0.844561,0.781239,0.560674,0.751446,0.588794,treatment,0.732895,0.732895,0.75072,0.75072,0.740696,0.740696,0.710039,0.94375,246302,0,0.666667
6,6,0.548148,1.0,low,0.697368,1.0,1,consensus,0.866667,0.644737,Candidate C,0.526316,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_022/metadata.json,0.95313,0.582468,0.631579,0.0,2,low_treatment_20260606_092841_022,0.919841,0.769468,0.538427,0.656671,0.627452,treatment,0.771272,0.771272,0.76807,0.76807,0.744079,0.744079,0.698886,1.0,152469,0,0.5
9,9,0.725926,1.0,low,0.923246,1.0,1,consensus,0.8,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_023/metadata.json,0.940544,0.783786,0.921053,0.0,3,low_treatment_20260606_092841_023,0.761594,0.780946,0.543961,0.699147,0.555818,treatment,0.808882,0.808882,0.833026,0.833026,0.843531,0.843531,0.682077,1.0,262793,0,0.833333
8,6,0.57037,1.0,low,0.701754,1.0,1,consensus,0.8,0.625,Candidate C,0.5,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_024/metadata.json,0.943486,0.524159,0.578947,0.04,2,low_treatment_20260606_092841_024,0.781587,0.736528,0.618834,0.777678,0.574287,treatment,0.70375,0.74375,0.706513,0.746513,0.694101,0.734101,0.699162,1.0,182619,2,0.666667
5,12,0.755556,0.955556,low,0.865351,1.0,1,consensus,1.0,0.881579,Candidate C,0.868421,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_025/metadata.json,0.933713,0.726221,0.815789,0.0,4,low_treatment_20260606_092841_025,0.919841,0.782524,0.514161,0.727467,0.709757,treatment,0.934868,0.934868,0.926513,0.926513,0.907939,0.907939,0.730436,1.0,293835,0,0.833333
5,6,0.622222,1.0,low,0.798684,1.0,1,consensus,1.0,0.802632,Candidate C,0.736842,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_026/metadata.json,0.945241,0.787701,0.815789,0.0,2,low_treatment_20260606_092841_026,0.767512,0.756246,0.550893,0.784725,0.672125,treatment,0.891447,0.891447,0.880987,0.880987,0.851184,0.851184,0.715441,1.0,150605,0,0.5
6,6,0.688889,1.0,low,0.626316,1.0,0,consensus,0.4,0.723684,Candidate A,0.631579,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_027/metadata.json,0.929503,0.516391,0.684211,0.0,2,low_treatment_20260606_092841_027,0.656543,0.782646,0.549734,0.750723,0.71265,treatment,0.698026,0.698026,0.699605,0.699605,0.77329,0.77329,0.714715,1.0,167759,0,0.0
6,6,0.533333,0.925926,low,0.745175,1.0,1,consensus,1.0,0.592105,Candidate C,0.5,0.868421,01_data/backup/backup_01/low/low_treatment_20260606_092841_028/metadata.json,0.940359,0.365695,0.657895,0.0,2,low_treatment_20260606_092841_028,0.7457,0.751672,0.55854,0.65561,0.317987,treatment,0.775658,0.775658,0.778224,0.778224,0.724693,0.724693,0.616155,1.0,157112,0,0.666667
6,6,0.503704,1.0,low,0.438158,1.0,0,consensus,0.4,0.486842,Candidate B,0.315789,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_029/metadata.json,0.951648,0.422954,0.342105,0.0,2,low_treatment_20260606_092841_029,0.787778,0.711172,0.519626,0.782783,0.414503,treatment,0.567763,0.567763,0.564803,0.564803,0.605395,0.605395,0.645089,1.0,166941,0,0.0
2,6,0.37037,0.955556,low,0.677193,1.0,1,consensus,0.8,0.447368,Candidate C,0.289474,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_030/metadata.json,0.941262,0.470631,0.473684,0.0,2,low_treatment_20260606_092841_030,0.921212,0.712228,0.591408,0.720422,0.646515,treatment,0.646053,0.646053,0.662895,0.662895,0.631491,0.631491,0.7035,1.0,128679,0,0.833333
4,6,0.62963,1.0,low,0.842105,1.0,1,consensus,0.8,0.684211,Candidate C,0.578947,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_031/metadata.json,0.953272,0.635515,0.894737,0.0,2,low_treatment_20260606_092841_031,0.749495,0.763328,0.678426,0.763478,0.4209,treatment,0.776316,0.776316,0.79421,0.79421,0.794737,0.794737,0.680754,1.0,136426,0,0.5
7,6,0.681481,0.918519,low,0.691682,1.0,1,consensus,0.866667,0.664474,Candidate C,0.578947,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_032/metadata.json,0.94712,0.47356,0.710526,0.0,2,low_treatment_20260606_092841_032,0.863246,0.70417,0.566189,0.729715,0.496198,treatment,0.782127,0.782127,0.776099,0.776099,0.753797,0.753797,0.662895,0.803571,159993,0,0.5
5,6,0.622222,1.0,low,0.711842,1.0,1,consensus,0.8,0.822368,Candidate C,0.763158,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_033/metadata.json,0.940053,0.835603,0.657895,0.0,2,low_treatment_20260606_092841_033,0.788889,0.72773,0.512048,0.798416,0.717168,treatment,0.852303,0.852303,0.836842,0.836842,0.844671,0.844671,0.713518,1.0,153879,0,0.5
9,9,0.614815,0.977778,low,0.855263,1.0,1,consensus,0.8,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_034/metadata.json,0.953187,0.741368,0.736842,0.04,3,low_treatment_20260606_092841_034,0.751029,0.72633,0.499793,0.710212,0.571122,treatment,0.768882,0.808882,0.782829,0.822829,0.789934,0.829934,0.660554,1.0,248651,2,1.0
5,6,0.688889,0.955556,low,0.850877,1.0,1,consensus,0.8,0.822368,Candidate C,0.789474,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_035/metadata.json,0.957255,0.691351,0.789474,0.0,2,low_treatment_20260606_092841_035,0.842929,0.789337,0.567997,0.740062,0.685719,treatment,0.852303,0.852303,0.857697,0.857697,0.872478,0.872478,0.730916,1.0,162712,0,0.833333
16,15,0.414815,1.0,low,0.561822,1.0,0,max_round_majority_vote,0.4,0.526316,Candidate D,0.368421,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_036/metadata.json,0.940171,0.470085,0.631579,0.08,5,low_treatment_20260606_092841_036,0.921212,0.735515,0.548755,0.696953,0.40492,treatment,0.509474,0.589474,0.521115,0.601115,0.571838,0.651838,0.652239,0.857813,442903,4,0.0
5,6,0.622222,1.0,low,0.774123,1.0,1,consensus,0.8,0.782895,Candidate C,0.710526,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_037/metadata.json,0.950206,0.791838,0.710526,0.02,2,low_treatment_20260606_092841_037,0.687778,0.780931,0.473018,0.698095,0.659633,treatment,0.810592,0.830592,0.808421,0.828421,0.815417,0.835417,0.684602,1.0,148480,1,0.666667
10,9,0.481481,0.955556,low,0.806283,1.0,1,consensus,1.0,0.565789,Candidate C,0.447368,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_038/metadata.json,0.933618,0.622412,0.842105,0.08,3,low_treatment_20260606_092841_038,0.848872,0.729459,0.55644,0.758419,0.574441,treatment,0.681184,0.761184,0.695548,0.775548,0.642441,0.722441,0.690236,0.9725,281616,4,0.5
5,6,0.42963,0.985185,low,0.407632,1.0,0,consensus,0.4,0.486842,Candidate D,0.315789,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_039/metadata.json,0.932053,0.414245,0.368421,0.0,2,low_treatment_20260606_092841_039,0.882323,0.722208,0.519047,0.744329,0.448539,treatment,0.567763,0.567763,0.560224,0.560224,0.59929,0.59929,0.657436,0.82,156734,0,0.0
19,15,0.8,1.0,low,0.901864,1.0,1,consensus,0.8,0.842105,Candidate C,0.789474,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_040/metadata.json,0.944484,0.682127,1.0,0.0,5,low_treatment_20260606_092841_040,0.921212,0.74109,0.499769,0.767035,0.582716,treatment,0.863158,0.863158,0.874227,0.874227,0.893531,0.893531,0.696419,0.740789,461299,0,0.833333
15,15,0.518519,1.0,low,0.45625,1.0,0,max_round_majority_vote,0.6,0.526316,Candidate B,0.368421,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_041/metadata.json,0.951376,0.422833,0.5,0.04,5,low_treatment_20260606_092841_041,0.811732,0.74478,0.447227,0.690568,0.55541,treatment,0.599474,0.639474,0.58528,0.62528,0.590724,0.630724,0.658126,0.725,416095,2,0.0
10,9,0.644444,1.0,low,0.713158,1.0,0,consensus,0.533333,0.723684,Candidate B,0.631579,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_042/metadata.json,0.947639,0.63176,0.842105,0.0,3,low_treatment_20260606_092841_042,0.816667,0.75216,0.503332,0.620212,0.631194,treatment,0.73136,0.73136,0.739298,0.739298,0.790658,0.790658,0.670704,1.0,253309,0,0.0
5,6,0.637037,1.0,low,0.769737,1.0,1,consensus,0.8,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_043/metadata.json,0.927433,0.721337,0.763158,0.0,2,low_treatment_20260606_092841_043,0.715556,0.739214,0.658855,0.753969,0.549374,treatment,0.808882,0.808882,0.81,0.81,0.812829,0.812829,0.689778,1.0,149836,0,0.5
9,12,0.6,1.0,low,0.706177,1.0,1,consensus,0.8,0.664474,Candidate C,0.552632,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_044/metadata.json,0.951549,0.740094,0.684211,0.0,4,low_treatment_20260606_092841_044,0.82736,0.763188,0.620946,0.756429,0.748508,treatment,0.765461,0.765461,0.76494,0.76494,0.756696,0.756696,0.743981,0.786111,312699,0,0.666667
4,6,0.577778,1.0,low,0.395559,1.0,0,consensus,0.4,0.605263,Candidate B,0.473684,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_045/metadata.json,0.939843,0.365495,0.315789,0.04,2,low_treatment_20260606_092841_045,0.630694,0.734756,0.576955,0.63374,0.556856,treatment,0.592895,0.632895,0.571702,0.611702,0.622007,0.662007,0.644897,0.8875,139178,2,0.0
8,12,0.562963,0.955556,low,0.884211,1.0,1,consensus,0.666667,0.703947,Candidate C,0.631579,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_046/metadata.json,0.949322,0.791101,0.789474,0.0,4,low_treatment_20260606_092841_046,1.0,0.772929,0.555809,0.724133,0.483709,treatment,0.753838,0.753838,0.782741,0.782741,0.814013,0.814013,0.695465,1.0,290180,0,1.0
5,6,0.592593,1.0,low,0.689342,1.0,1,consensus,0.8,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_047/metadata.json,0.939563,0.678573,0.657895,0.04,2,low_treatment_20260606_092841_047,0.781587,0.727056,0.587834,0.724443,0.51719,treatment,0.768882,0.808882,0.757941,0.797941,0.75675,0.79675,0.66913,0.91,149371,2,0.5
9,6,0.644444,1.0,low,0.763231,1.0,1,consensus,0.8,0.723684,Candidate C,0.631579,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_048/metadata.json,0.949675,0.685876,0.657895,0.0,2,low_treatment_20260606_092841_048,0.726667,0.759235,0.610715,0.739334,0.628113,treatment,0.798026,0.798026,0.800143,0.800143,0.800673,0.800673,0.703496,0.938889,179174,0,0.833333
6,6,0.540741,1.0,low,0.698684,1.0,0,consensus,0.4,0.644737,Candidate B,0.526316,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_049/metadata.json,0.940631,0.57483,0.815789,0.0,2,low_treatment_20260606_092841_049,0.764311,0.740685,0.485132,0.652738,0.404903,treatment,0.654605,0.654605,0.674934,0.674934,0.744342,0.744342,0.619969,1.0,157248,0,0.0
7,6,0.651852,1.0,low,0.534305,1.0,0,consensus,0.466667,0.684211,Candidate A,0.578947,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_050/metadata.json,0.929243,0.567871,0.552632,0.0,2,low_treatment_20260606_092841_050,0.861125,0.762124,0.555012,0.702748,0.512032,treatment,0.692982,0.692982,0.681374,0.681374,0.733177,0.733177,0.679064,0.921429,168170,0,0.0
8,12,0.725926,0.948148,low,0.742105,1.0,0,consensus,0.4,0.769737,Candidate B,0.710526,0.947368,01_data/backup/backup_01/low/low_treatment_20260606_092841_051/metadata.json,0.961699,0.747988,0.894737,0.0,4,low_treatment_20260606_092841_051,0.919336,0.770827,0.431328,0.748731,0.565297,treatment,0.723355,0.723355,0.737697,0.737697,0.821776,0.821776,0.689228,1.0,321819,0,0.0
11,15,0.637037,0.985185,low,0.814803,1.0,1,consensus,0.8,0.822368,Candidate C,0.763158,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_052/metadata.json,0.947739,0.842435,0.947368,0.0,5,low_treatment_20260606_092841_052,0.749445,0.779894,0.664653,0.784731,0.480112,treatment,0.852303,0.852303,0.852286,0.852286,0.865263,0.865263,0.700574,0.775,394859,0,0.5
6,9,0.659259,0.985185,low,0.80318,1.0,1,consensus,0.8,0.703947,Candidate C,0.605263,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_053/metadata.json,0.946203,0.683369,0.736842,0.0,3,low_treatment_20260606_092841_053,0.838859,0.797492,0.496967,0.728336,0.708621,treatment,0.787171,0.787171,0.797253,0.797253,0.797807,0.797807,0.724945,0.925,230869,0,0.833333
10,9,0.607407,1.0,low,0.879507,1.0,1,consensus,0.866667,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_054/metadata.json,0.953914,0.688938,0.868421,0.0,3,low_treatment_20260606_092841_054,0.883449,0.75615,0.557399,0.764395,0.403912,treatment,0.825548,0.825548,0.839799,0.839799,0.834783,0.834783,0.670268,0.8075,245514,0,1.0
7,6,0.533333,0.955556,low,0.626316,1.0,0,consensus,0.4,0.743421,Candidate B,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_055/metadata.json,0.951748,0.581624,0.684211,0.04,2,low_treatment_20260606_092841_055,0.882323,0.72474,0.489271,0.769434,0.416489,treatment,0.668882,0.708882,0.668487,0.708487,0.744145,0.784145,0.652467,1.0,165657,2,0.0
14,15,0.585185,1.0,low,0.715977,1.0,1,max_round_majority_vote,0.8,0.723684,Candidate C,0.631579,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_056/metadata.json,0.945819,0.788182,0.736842,0.0,5,low_treatment_20260606_092841_056,0.95873,0.75839,0.609371,0.747156,0.466553,treatment,0.798026,0.798026,0.793054,0.793054,0.791222,0.791222,0.695457,0.842857,412914,0,0.5
7,6,0.562963,0.985185,low,0.879825,1.0,1,consensus,0.8,0.723684,Candidate C,0.631579,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_057/metadata.json,0.95255,0.793791,0.842105,0.0,2,low_treatment_20260606_092841_057,0.74594,0.760452,0.483118,0.667357,0.377744,treatment,0.798026,0.798026,0.817632,0.817632,0.823991,0.823991,0.62224,1.0,167576,0,0.833333
4,6,0.6,0.940741,low,0.836404,1.0,1,consensus,0.866667,0.723684,Candidate C,0.657895,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_058/metadata.json,0.926299,0.617533,0.763158,0.0,2,low_treatment_20260606_092841_058,0.791473,0.752018,0.633493,0.698144,0.45759,treatment,0.814693,0.814693,0.824452,0.824452,0.815307,0.815307,0.668524,1.0,149917,0,0.833333
5,6,0.659259,1.0,low,0.703816,1.0,1,consensus,0.8,0.802632,Candidate C,0.736842,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_059/metadata.json,0.92602,0.720238,0.684211,0.0,2,low_treatment_20260606_092841_059,0.919841,0.747616,0.587034,0.702549,0.495987,treatment,0.841447,0.841447,0.826757,0.826757,0.832211,0.832211,0.681412,0.91,157826,0,0.5
8,6,0.451852,1.0,low,0.582895,1.0,0,consensus,0.466667,0.486842,Candidate B,0.315789,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_060/metadata.json,0.952747,0.423443,0.605263,0.0,2,low_treatment_20260606_092841_060,0.882323,0.729437,0.463852,0.672093,0.388531,treatment,0.58443,0.58443,0.599847,0.599847,0.634342,0.634342,0.625238,1.0,175013,0,0.0
14,12,0.562963,0.977778,low,0.760393,1.0,1,consensus,0.8,0.703947,Candidate C,0.605263,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_061/metadata.json,0.940886,0.7318,0.684211,0.0,4,low_treatment_20260606_092841_061,0.919841,0.765272,0.626291,0.756987,0.373282,treatment,0.787171,0.787171,0.790835,0.790835,0.78925,0.78925,0.679827,0.869643,356658,0,0.833333
7,6,0.674074,1.0,low,0.749561,1.0,1,consensus,0.8,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_062/metadata.json,0.952178,0.740583,0.605263,0.0,2,low_treatment_20260606_092841_062,0.961111,0.778402,0.644697,0.736989,0.692422,treatment,0.808882,0.808882,0.806974,0.806974,0.808794,0.808794,0.751139,1.0,167146,0,0.833333
7,6,0.614815,0.911111,low,0.730968,1.0,1,consensus,0.8,0.723684,Candidate C,0.684211,0.842105,01_data/backup/backup_01/low/low_treatment_20260606_092841_063/metadata.json,0.953735,0.635824,0.710526,0.0,2,low_treatment_20260606_092841_063,0.882323,0.745376,0.763568,0.829836,0.641447,treatment,0.798026,0.798026,0.795303,0.795303,0.79422,0.79422,0.757906,0.960714,174985,0,0.5
6,6,0.511111,0.962963,low,0.671765,1.0,1,consensus,0.8,0.605263,Candidate C,0.473684,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_064/metadata.json,0.953993,0.582996,0.526316,0.0,2,low_treatment_20260606_092841_064,0.836111,0.767726,0.45684,0.730322,0.62419,treatment,0.732895,0.732895,0.733133,0.733133,0.717248,0.717248,0.691743,0.729167,151466,0,1.0
14,15,0.614815,0.940741,low,0.749836,1.0,1,max_round_majority_vote,0.8,0.684211,Candidate C,0.605263,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_065/metadata.json,0.934994,0.675273,0.789474,0.0,5,low_treatment_20260606_092841_065,0.755745,0.758894,0.549999,0.752258,0.67593,treatment,0.776316,0.776316,0.78037,0.78037,0.776283,0.776283,0.709325,0.8625,398373,0,0.5
7,9,0.614815,1.0,low,0.762437,1.0,1,consensus,0.8,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_066/metadata.json,0.947364,0.684207,0.657895,0.0,3,low_treatment_20260606_092841_066,0.640736,0.746283,0.608195,0.705504,0.569739,treatment,0.808882,0.808882,0.808905,0.808905,0.811369,0.811369,0.67155,0.935714,220530,0,0.833333
18,15,0.748148,0.985185,low,0.927412,1.0,1,consensus,1.0,0.822368,Candidate C,0.763158,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_067/metadata.json,0.942709,0.5761,0.921053,0.0,5,low_treatment_20260606_092841_067,0.90264,0.797954,0.490665,0.687855,0.711253,treatment,0.902303,0.902303,0.909178,0.909178,0.887785,0.887785,0.722969,0.883333,455768,0,1.0
6,6,0.637037,1.0,low,0.806195,1.0,1,consensus,0.8,0.743421,Candidate C,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_068/metadata.json,0.948768,0.737931,0.763158,0.0,2,low_treatment_20260606_092841_068,0.811732,0.772066,0.589552,0.734458,0.580507,treatment,0.808882,0.808882,0.815469,0.815469,0.820121,0.820121,0.702822,0.879167,173527,0,0.833333
5,6,0.511111,1.0,low,0.510526,1.0,0,consensus,0.4,0.486842,Candidate A,0.315789,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_069/metadata.json,0.940835,0.418148,0.473684,0.0,2,low_treatment_20260606_092841_069,0.848068,0.712286,0.468063,0.782749,0.662458,treatment,0.567763,0.567763,0.575658,0.575658,0.619868,0.619868,0.693358,1.0,148945,0,0.0
5,6,0.607407,0.97037,low,0.597368,1.0,0,consensus,0.466667,0.671053,Candidate A,0.578947,0.947368,01_data/backup/backup_01/low/low_treatment_20260606_092841_070/metadata.json,0.96262,0.534789,0.631579,0.0,2,low_treatment_20260606_092841_070,0.844561,0.724457,0.391466,0.733614,0.609681,treatment,0.685746,0.685746,0.684912,0.684912,0.738553,0.738553,0.665395,1.0,152653,0,0.0
4,6,0.622222,0.955556,low,0.784211,1.0,1,consensus,0.933333,0.723684,Candidate C,0.657895,0.921053,01_data/backup/backup_01/low/low_treatment_20260606_092841_071/metadata.json,0.951389,0.687114,0.789474,0.02,2,low_treatment_20260606_092841_071,0.882323,0.729792,0.610159,0.772666,0.342133,treatment,0.81136,0.83136,0.809956,0.829956,0.784869,0.804869,0.658143,1.0,139228,1,0.5
9,6,0.533333,0.985185,low,0.817544,1.0,1,consensus,1.0,0.684211,Candidate C,0.578947,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_072/metadata.json,0.945596,0.630398,0.789474,0.0,2,low_treatment_20260606_092841_072,0.777273,0.750405,0.510989,0.733607,0.512327,treatment,0.826316,0.826316,0.830526,0.830526,0.789825,0.789825,0.666205,1.0,201037,0,0.666667
3,6,0.42963,0.977778,low,0.400768,1.0,0,consensus,0.4,0.526316,Candidate B,0.368421,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_073/metadata.json,0.936688,0.57242,0.315789,0.02,2,low_treatment_20260606_092841_073,0.919841,0.74303,0.406027,0.630696,0.248745,treatment,0.569474,0.589474,0.556957,0.576957,0.599627,0.619627,0.588837,0.908333,138764,1,0.0
5,9,0.681481,0.896296,low,0.788596,1.0,1,consensus,0.8,0.664474,Candidate C,0.605263,0.842105,01_data/backup/backup_01/low/low_treatment_20260606_092841_074/metadata.json,0.942996,0.471498,0.736842,0.0,3,low_treatment_20260606_092841_074,0.880447,0.78549,0.631864,0.781417,0.590524,treatment,0.765461,0.765461,0.777303,0.777303,0.77318,0.77318,0.732134,1.0,224796,0,0.666667
5,6,0.651852,0.985185,low,0.871053,1.0,1,consensus,0.8,0.782895,Candidate C,0.710526,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_075/metadata.json,0.963281,0.802734,0.947368,0.0,2,low_treatment_20260606_092841_075,1.0,0.740771,0.628287,0.782282,0.638767,treatment,0.830592,0.830592,0.842961,0.842961,0.854803,0.854803,0.737723,1.0,148464,0,0.5
8,9,0.548148,1.0,low,0.73676,1.0,1,consensus,0.666667,0.625,Candidate C,0.5,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_076/metadata.json,0.946818,0.736414,0.552632,0.04,3,low_treatment_20260606_092841_076,0.817418,0.764879,0.475938,0.675992,0.295509,treatment,0.670417,0.710417,0.685097,0.725097,0.701102,0.741102,0.61514,0.93125,239518,2,1.0
7,9,0.57037,0.955556,low,0.519831,1.0,0,consensus,0.4,0.684211,Candidate D,0.578947,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_077/metadata.json,0.950887,0.528271,0.526316,0.0,3,low_treatment_20260606_092841_077,0.882323,0.753875,0.468778,0.733669,0.577371,treatment,0.676316,0.676316,0.665869,0.665869,0.730282,0.730282,0.684613,0.921429,236257,0,0.0
9,12,0.681481,1.0,low,0.639985,1.0,0,consensus,0.4,0.743421,Candidate B,0.657895,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_078/metadata.json,0.946557,0.683624,0.736842,0.0,4,low_treatment_20260606_092841_078,0.75471,0.729412,0.47722,0.69987,0.36883,treatment,0.708882,0.708882,0.710537,0.710537,0.786879,0.786879,0.616088,0.938889,303815,0,0.0
5,6,0.518519,0.962963,low,0.770461,1.0,1,consensus,0.8,0.664474,Candidate C,0.552632,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_079/metadata.json,0.954563,0.477282,0.789474,0.0,2,low_treatment_20260606_092841_079,0.867366,0.765078,0.553124,0.73279,0.491217,treatment,0.765461,0.765461,0.774582,0.774582,0.769553,0.769553,0.682284,0.945,146383,0,0.5
10,6,0.496296,1.0,low,0.866075,1.0,1,consensus,1.0,0.664474,Candidate C,0.552632,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_080/metadata.json,0.94405,0.734261,0.842105,0.0,2,low_treatment_20260606_092841_080,0.767019,0.743295,0.469005,0.658568,0.595889,treatment,0.815461,0.815461,0.828924,0.828924,0.788676,0.788676,0.658097,0.945,188657,0,0.833333
10,12,0.6,1.0,low,0.752774,1.0,1,consensus,0.8,0.664474,Candidate C,0.552632,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_081/metadata.json,0.950594,0.68654,0.684211,0.0,4,low_treatment_20260606_092841_081,0.939286,0.769128,0.556636,0.743399,0.60242,treatment,0.765461,0.765461,0.771929,0.771929,0.766015,0.766015,0.715782,0.9725,317837,0,0.666667
8,6,0.57037,0.985185,low,0.764035,1.0,1,consensus,1.0,0.703947,Candidate C,0.605263,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_082/metadata.json,0.934009,0.570783,0.631579,0.0,2,low_treatment_20260606_092841_082,0.919841,0.77045,0.534257,0.739543,0.328615,treatment,0.837171,0.837171,0.831382,0.831382,0.789978,0.789978,0.655412,1.0,169938,0,0.833333
5,6,0.525926,1.0,low,0.582895,1.0,0,consensus,0.4,0.644737,Candidate B,0.526316,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_083/metadata.json,0.939664,0.522036,0.605263,0.0,2,low_treatment_20260606_092841_083,0.880447,0.732877,0.558898,0.704126,0.458026,treatment,0.654605,0.654605,0.657566,0.657566,0.721184,0.721184,0.660816,1.0,158485,0,0.0
11,15,0.688889,1.0,low,0.748575,1.0,1,max_round_majority_vote,0.8,0.723684,Candidate C,0.631579,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_084/metadata.json,0.93974,0.678701,0.842105,0.0,5,low_treatment_20260606_092841_084,0.810101,0.740426,0.522443,0.754579,0.501578,treatment,0.798026,0.798026,0.797944,0.797944,0.797741,0.797741,0.669757,0.875,394313,0,0.333333
6,6,0.562963,1.0,low,0.687281,1.0,1,consensus,0.8,0.664474,Candidate C,0.552632,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_085/metadata.json,0.955954,0.690411,0.552632,0.0,2,low_treatment_20260606_092841_085,0.831969,0.767469,0.514996,0.805842,0.413414,treatment,0.765461,0.765461,0.762105,0.762105,0.752917,0.752917,0.672912,1.0,151243,0,0.666667
5,6,0.325926,1.0,low,0.453355,1.0,0,consensus,0.4,0.407895,Candidate A,0.210526,1.0,01_data/backup/backup_01/low/low_treatment_20260606_092841_086/metadata.json,0.942325,0.471162,0.394737,0.0,2,low_treatment_20260606_092841_086,0.588402,0.691795,0.341602,0.727058,0.407338,treatment,0.524342,0.524342,0.531556,0.531556,0.565013,0.565013,0.579088,0.945,146149,0,0.0
