run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,tokens_per_correct_decision,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,smm_similarity,smm_evidence_share,smm_quality,smm_quality_method,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
moderate_treatment_20260611_105831_025,moderate,treatment,moderate_treatment_025,completed,20260611_221101,2026-06-11T22:28:06+0200,4,12,8,16,36,28,267622,134177,401799,305924.76,1024.7439,Candidate C,consensus,Candidate C,1,0.958928,0.952815,0.967094,0.958928,0.777778,0.745833,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260611_105831_025/metadata.json,0,0,3,0,0.952815,0.967094,0.956874
moderate_treatment_20260611_105831_026,moderate,treatment,moderate_treatment_026,completed,20260611_222808,2026-06-11T22:36:00+0200,2,6,3,6,17,12,103633,60663,164296,305924.76,471.5177,Candidate B,consensus,Candidate C,0,0.958523,0.954697,0.962919,0.958523,0.666667,0.639016,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260611_105831_026/metadata.json,0,3,0,0,0.954697,0.957954,0.962919
moderate_treatment_20260611_105831_027,moderate,treatment,moderate_treatment_027,completed,20260611_223603,2026-06-11T22:49:27+0200,3,9,7,14,26,23,202026,105775,307801,305924.76,803.6958,Candidate C,consensus,Candidate C,1,0.939879,0.92141,0.949751,0.939879,0.722222,0.678801,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260611_105831_027/metadata.json,0,0,3,0,0.92141,0.949751,0.948475
moderate_treatment_20260611_105831_028,moderate,treatment,moderate_treatment_028,completed,20260611_224930,2026-06-11T23:05:30+0200,4,12,2,4,34,16,226465,125135,351600,305924.76,960.8342,Candidate C,consensus,Candidate C,1,0.946365,0.938422,0.951018,0.946365,0.722222,0.683486,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260611_105831_028/metadata.json,0,0,3,0,0.951018,0.938422,0.949654
moderate_treatment_20260611_105831_029,moderate,treatment,moderate_treatment_029,completed,20260611_230533,2026-06-11T23:30:07+0200,3,9,8,16,27,25,222342,115332,337674,305924.76,1473.2694,Candidate C,consensus,Candidate C,1,0.950346,0.935939,0.959196,0.950346,0.722222,0.686361,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260611_105831_029/metadata.json,0,0,3,0,0.935939,0.959196,0.955903
moderate_treatment_20260611_105831_030,moderate,treatment,moderate_treatment_030,completed,20260611_233010,2026-06-11T23:38:13+0200,2,6,6,12,18,18,122460,65718,188178,305924.76,483.3179,Candidate B,consensus,Candidate C,0,0.956435,0.950642,0.964169,0.956435,0.666667,0.637624,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260611_105831_030/metadata.json,0,3,0,0,0.964169,0.954495,0.950642
high_treatment_20260611_105831_001,high,treatment,high_treatment_001,completed,20260611_233816,2026-06-11T23:55:52+0200,3,9,2,4,25,13,283895,125275,409170,546752.29,1055.9646,Candidate A,consensus,Candidate C,0,0.935979,0.916917,0.950719,0.935979,0.611111,0.571987,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_001/metadata.json,3,0,0,0,0.916917,0.950719,0.9403
high_treatment_20260611_105831_002,high,treatment,high_treatment_002,completed,20260611_235555,2026-06-12T00:03:58+0200,2,6,3,6,16,12,139514,62205,201719,546752.29,483.1773,Candidate A,consensus,Candidate C,0,0.95952,0.95617,0.962839,0.95952,0.444444,0.426453,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_002/metadata.json,3,0,0,0,0.962839,0.959552,0.95617
high_treatment_20260611_105831_003,high,treatment,high_treatment_003,completed,20260612_000401,2026-06-12T00:13:34+0200,2,6,5,10,17,16,172398,74022,246420,546752.29,572.6206,Candidate C,consensus,Candidate C,1,0.940035,0.9277,0.946603,0.940035,0.444444,0.417793,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_003/metadata.json,0,0,3,0,0.9277,0.945803,0.946603
high_treatment_20260611_105831_004,high,treatment,high_treatment_004,completed,20260612_001338,2026-06-12T00:19:02+0200,2,6,0,0,18,6,96502,42864,139366,546752.29,324.0618,Candidate C,consensus,Candidate C,1,0.958571,0.955897,0.962049,0.958571,0.5,0.479285,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_004/metadata.json,0,0,3,0,0.962049,0.955897,0.957766
high_treatment_20260611_105831_005,high,treatment,high_treatment_005,completed,20260612_001905,2026-06-12T00:27:26+0200,2,6,3,6,18,12,133228,65090,198318,546752.29,501.738,Candidate D,consensus,Candidate C,0,0.9424,0.935467,0.951674,0.9424,0.555556,0.523556,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_005/metadata.json,0,0,0,3,0.935467,0.94006,0.951674
high_treatment_20260611_105831_006,high,treatment,high_treatment_006,completed,20260612_002729,2026-06-12T00:46:16+0200,3,9,1,2,25,11,257869,128216,386085,546752.29,1126.7039,Candidate C,consensus,Candidate C,1,0.962298,0.953846,0.972225,0.962298,0.777778,0.748454,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_006/metadata.json,0,0,3,0,0.972225,0.960824,0.953846
high_treatment_20260611_105831_007,high,treatment,high_treatment_007,completed,20260612_004619,2026-06-12T00:55:31+0200,2,6,2,4,18,10,151576,71816,223392,546752.29,551.9691,Candidate C,consensus,Candidate C,1,0.95912,0.955862,0.961504,0.95912,0.833333,0.799266,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_007/metadata.json,0,0,3,0,0.955862,0.959995,0.961504
high_treatment_20260611_105831_008,high,treatment,high_treatment_008,completed,20260612_005534,2026-06-12T01:05:27+0200,2,6,1,2,18,8,144271,78743,223014,546752.29,593.1169,Candidate B,consensus,Candidate C,0,0.948367,0.94521,0.952232,0.948367,0.555556,0.526871,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_008/metadata.json,0,3,0,0,0.94521,0.952232,0.94766
high_treatment_20260611_105831_009,high,treatment,high_treatment_009,completed,20260612_010531,2026-06-12T01:14:11+0200,2,6,2,4,16,10,144456,70282,214738,546752.29,520.1098,Candidate C,consensus,Candidate C,1,0.945571,0.936111,0.955455,0.945571,0.777778,0.735444,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_009/metadata.json,0,0,3,0,0.936111,0.955455,0.945148
high_treatment_20260611_105831_010,high,treatment,high_treatment_010,completed,20260612_011414,2026-06-12T01:23:52+0200,2,6,4,8,18,14,188598,77419,266017,546752.29,577.6165,Candidate A,consensus,Candidate C,0,0.935012,0.915419,0.95028,0.935012,0.555556,0.519452,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_010/metadata.json,3,0,0,0,0.939336,0.915419,0.95028
high_treatment_20260611_105831_011,high,treatment,high_treatment_011,completed,20260612_012355,2026-06-12T01:40:13+0200,3,9,0,0,27,9,243125,114984,358109,546752.29,978.4672,Candidate B,consensus,Candidate C,0,0.963387,0.960755,0.96743,0.963387,0.888889,0.856344,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_011/metadata.json,0,3,0,0,0.961975,0.96743,0.960755
high_treatment_20260611_105831_012,high,treatment,high_treatment_012,completed,20260612_014016,2026-06-12T01:46:08+0200,2,6,0,0,18,6,89278,46357,135635,546752.29,351.7301,Candidate B,consensus,Candidate C,0,0.956235,0.949785,0.959694,0.956235,0.444444,0.424993,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_012/metadata.json,0,3,0,0,0.959694,0.959227,0.949785
high_treatment_20260611_105831_013,high,treatment,high_treatment_013,completed,20260612_014611,2026-06-12T02:02:24+0200,3,9,1,2,25,11,261766,118701,380467,546752.29,973.5148,Candidate C,consensus,Candidate C,1,0.929983,0.920964,0.938412,0.929983,0.722222,0.671654,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_013/metadata.json,0,0,3,0,0.920964,0.938412,0.930574
high_treatment_20260611_105831_014,high,treatment,high_treatment_014,completed,20260612_020228,2026-06-12T02:11:18+0200,2,6,3,6,18,12,146243,68034,214277,546752.29,529.9763,Candidate B,consensus,Candidate C,0,0.948398,0.938382,0.965418,0.948398,0.611111,0.579576,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_014/metadata.json,0,3,0,0,0.965418,0.938382,0.941394
high_treatment_20260611_105831_015,high,treatment,high_treatment_015,completed,20260612_021122,2026-06-12T02:24:52+0200,3,9,4,8,24,17,270454,101229,371683,546752.29,810.7572,Candidate C,consensus,Candidate C,1,0.948145,0.945857,0.950227,0.948145,0.666667,0.632097,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_015/metadata.json,0,0,3,0,0.945857,0.948352,0.950227
high_treatment_20260611_105831_016,high,treatment,high_treatment_016,completed,20260612_022455,2026-06-12T02:31:56+0200,2,6,1,2,17,8,110982,49732,160714,546752.29,421.0685,Candidate A,consensus,Candidate C,0,0.946976,0.938467,0.958658,0.946976,0.5,0.473488,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_016/metadata.json,3,0,0,0,0.958658,0.943804,0.938467
high_treatment_20260611_105831_017,high,treatment,high_treatment_017,completed,20260612_023159,2026-06-12T03:03:38+0200,5,15,2,4,43,19,508834,202707,711541,546752.29,1899.0966,Candidate D,max_round_majority_vote,Candidate C,0,0.946079,0.940656,0.949025,0.946079,0.611111,0.578159,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_017/metadata.json,0,0,1,2,0.948557,0.940656,0.949025
high_treatment_20260611_105831_018,high,treatment,high_treatment_018,completed,20260612_030341,2026-06-12T03:15:56+0200,3,9,0,0,23,9,235150,94136,329286,546752.29,735.1374,Candidate B,consensus,Candidate C,0,0.952109,0.951135,0.953723,0.952109,0.833333,0.793424,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_018/metadata.json,0,3,0,0,0.953723,0.951135,0.951468
high_treatment_20260611_105831_019,high,treatment,high_treatment_019,completed,20260612_031559,2026-06-12T03:24:15+0200,2,6,2,4,17,10,139950,63055,203005,546752.29,495.9047,Candidate B,consensus,Candidate C,0,0.944498,0.93605,0.958359,0.944498,0.666667,0.629666,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_019/metadata.json,0,3,0,0,0.93605,0.958359,0.939086
high_treatment_20260611_105831_020,high,treatment,high_treatment_020,completed,20260612_032418,2026-06-12T03:32:51+0200,2,6,5,10,17,16,168680,62446,231126,546752.29,512.7024,Candidate B,consensus,Candidate C,0,0.934398,0.92648,0.942662,0.934398,0.333333,0.311466,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_020/metadata.json,0,3,0,0,0.942662,0.934053,0.92648
high_treatment_20260611_105831_021,high,treatment,high_treatment_021,completed,20260612_033254,2026-06-12T03:40:51+0200,2,6,2,4,17,10,144857,63376,208233,546752.29,477.0058,Candidate C,consensus,Candidate C,1,0.949807,0.944817,0.955398,0.949807,0.777778,0.738739,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_021/metadata.json,0,0,3,0,0.955398,0.949207,0.944817
high_treatment_20260611_105831_022,high,treatment,high_treatment_022,completed,20260612_034053,2026-06-12T03:49:05+0200,2,6,5,10,18,16,177251,60798,238049,546752.29,491.5609,Candidate C,consensus,Candidate C,1,0.939184,0.923038,0.954679,0.939184,0.777778,0.730477,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_022/metadata.json,0,0,3,0,0.923038,0.954679,0.939834
high_treatment_20260611_105831_023,high,treatment,high_treatment_023,completed,20260612_034908,2026-06-12T03:56:22+0200,2,6,2,4,18,10,120024,56884,176908,546752.29,434.3743,Candidate B,consensus,Candidate C,0,0.967025,0.965137,0.970522,0.967025,0.666667,0.644684,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_023/metadata.json,0,3,0,0,0.965415,0.970522,0.965137
high_treatment_20260611_105831_024,high,treatment,high_treatment_024,completed,20260612_035625,2026-06-12T04:04:10+0200,2,6,2,4,18,10,141209,63391,204600,546752.29,464.7717,Candidate C,consensus,Candidate C,1,0.955376,0.952108,0.958207,0.955376,0.833333,0.796146,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_024/metadata.json,0,0,3,0,0.958207,0.955813,0.952108
high_treatment_20260611_105831_025,high,treatment,high_treatment_025,completed,20260612_040413,2026-06-12T04:13:04+0200,2,6,0,0,18,6,131374,67998,199372,546752.29,531.1807,Candidate C,consensus,Candidate C,1,0.963583,0.961092,0.964873,0.963583,0.777778,0.749454,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_025/metadata.json,0,0,3,0,0.964873,0.961092,0.964785
high_treatment_20260611_105831_026,high,treatment,high_treatment_026,completed,20260612_041307,2026-06-12T04:23:24+0200,2,6,1,2,17,8,115051,69821,184872,546752.29,616.6008,Candidate B,consensus,Candidate C,0,0.951322,0.949065,0.953782,0.951322,0.444444,0.422809,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_026/metadata.json,0,3,0,0,0.953782,0.951118,0.949065
high_treatment_20260611_105831_027,high,treatment,high_treatment_027,completed,20260612_042326,2026-06-12T04:33:53+0200,2,6,3,6,15,12,146620,67545,214165,546752.29,626.1044,Candidate C,consensus,Candidate C,1,0.942584,0.9359,0.947115,0.942584,0.833333,0.785486,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_027/metadata.json,0,0,3,0,0.9359,0.947115,0.944736
high_treatment_20260611_105831_028,high,treatment,high_treatment_028,completed,20260612_043355,2026-06-12T04:41:49+0200,2,6,1,2,16,8,123662,61983,185645,546752.29,473.2914,Candidate C,consensus,Candidate C,1,0.942544,0.938916,0.945737,0.942544,0.888889,0.837817,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_028/metadata.json,0,0,3,0,0.945737,0.942978,0.938916
high_treatment_20260611_105831_029,high,treatment,high_treatment_029,completed,20260612_044152,2026-06-12T04:50:37+0200,2,6,4,8,18,14,165665,75482,241147,546752.29,524.8676,Candidate C,consensus,Candidate C,1,0.955221,0.949205,0.96047,0.955221,0.666667,0.636814,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_029/metadata.json,0,0,3,0,0.949205,0.955989,0.96047
high_treatment_20260611_105831_030,high,treatment,high_treatment_030,completed,20260612_045040,2026-06-12T04:58:19+0200,2,6,2,4,17,10,133080,64379,197459,546752.29,459.5613,Candidate B,consensus,Candidate C,0,0.945979,0.94118,0.953812,0.945979,0.5,0.47299,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/high/high_treatment_20260611_105831_030/metadata.json,0,3,0,0,0.94118,0.953812,0.942946
